record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost
REC-000428,BIZ-0018,8,2025,820401.66,24951.84,7751.31,3.28,421.98,32.79,11145.01,29.53,39013.09,28.44,70.65,853104.81
REC-000429,BIZ-0018,9,2025,1236242.6,41218.81,12804.66,5.71,383.03,57.07,15522.28,48.78,47278.55,26.09,75.08,1290266.07
REC-000430,BIZ-0018,10,2025,1231189.27,23498.28,7299.76,4.57,409.12,45.65,15469.09,27.81,46399.47,25.3,84.55,1261987.31
REC-000431,BIZ-0018,11,2025,1064752.53,21834.32,6782.85,5.13,388.8,51.3,13717.12,25.84,44166.82,25.03,72.18,1093369.7
REC-000432,BIZ-0018,12,2025,1234932.04,33847.27,10514.69,5.03,404.5,50.27,15508.48,40.06,46781.32,27.03,86.89,1279294.0
REC-000433,BIZ-0019,1,2024,1758870.94,568068.79,17249.05,25.74,670.46,73.54,33500.03,459.97,193330.17,26.23,89.79,2344188.78
REC-000434,BIZ-0019,2,2024,1878466.29,1165813.96,35399.21,40.83,579.35,116.65,34758.93,943.98,223009.34,27.58,79.2,3079679.46
REC-000435,BIZ-0019,3,2024,1444614.84,606645.7,18420.42,18.89,690.03,53.97,30192.07,491.21,174387.91,28.5,85.45,2069680.96
REC-000436,BIZ-0019,4,2024,1674819.84,371060.83,11267.03,20.93,660.2,59.8,32615.28,300.45,182901.46,30.91,82.51,2057147.7
REC-000437,BIZ-0019,5,2024,2394030.62,823150.43,24994.45,27.41,665.68,78.32,40185.92,666.52,209714.66,30.49,79.69,3242175.5
REC-000438,BIZ-0019,6,2024,2463726.19,767490.54,23304.37,25.91,645.98,74.02,40919.56,621.45,208472.79,30.36,97.86,3254521.1
REC-000439,BIZ-0019,7,2024,1858334.44,952369.86,28918.11,40.55,628.15,115.85,34547.02,771.15,222077.49,29.7,88.6,2839622.41
REC-000440,BIZ-0019,8,2024,1853022.79,697416.45,21176.61,31.18,654.92,89.08,34491.1,564.71,205100.94,27.52,76.42,2571615.85
REC-000441,BIZ-0019,9,2024,2085859.95,1031638.44,31325.05,31.2,630.87,89.13,36942.02,835.33,210037.34,26.68,91.26,3148823.44
REC-000442,BIZ-0019,10,2024,2035222.57,485321.96,14736.5,22.95,678.44,65.56,36409.0,392.97,194119.37,26.91,95.39,2535281.03
REC-000443,BIZ-0019,11,2024,2205139.15,729396.67,22147.67,26.61,643.98,76.02,38197.59,590.6,204286.38,26.39,82.93,2956683.49
REC-000444,BIZ-0019,12,2024,1098106.01,902846.52,27414.37,33.04,649.59,94.41,26544.61,731.05,192566.12,25.75,75.06,2028366.9
REC-000445,BIZ-0019,1,2025,1345829.78,593840.32,18031.59,20.44,685.61,58.39,29152.23,480.84,175088.34,27.04,84.28,1957701.69
REC-000446,BIZ-0019,2,2025,2188684.23,730086.92,22168.63,21.19,611.45,60.55,38024.38,591.16,194198.09,28.07,82.74,2940939.78
REC-000447,BIZ-0019,3,2025,2443052.14,823721.08,25011.77,41.67,624.93,119.07,40701.94,666.98,236415.11,28.87,97.67,3291784.99
REC-000448,BIZ-0019,4,2025,1315363.97,881032.29,26751.99,25.65,646.72,73.28,28831.54,713.39,183832.03,31.03,76.69,2223148.25
REC-000449,BIZ-0019,5,2025,1708494.94,693934.63,21070.89,22.63,679.34,64.66,32969.76,561.89,186673.28,30.05,73.51,2423500.46
REC-000450,BIZ-0019,6,2025,2184483.72,714780.75,21703.87,36.6,615.42,104.58,37980.17,578.77,221847.41,30.35,76.12,2920968.34
REC-000451,BIZ-0019,7,2025,1705075.62,507161.14,15399.63,29.2,660.58,83.42,32933.76,410.66,198420.88,29.09,83.16,2227636.39
REC-000452,BIZ-0019,8,2025,2379325.26,1195417.82,36298.11,39.35,631.56,112.44,40031.13,967.95,230899.74,28.08,91.0,3611041.19
REC-000453,BIZ-0019,9,2025,1018024.85,752109.23,22837.32,35.47,618.65,101.35,25701.65,609.0,195255.21,26.82,72.47,1792971.4
REC-000454,BIZ-0019,10,2025,1197577.64,673682.21,20455.94,29.83,658.77,85.23,27591.68,545.49,188880.5,26.74,80.11,1891715.79
REC-000455,BIZ-0019,11,2025,2176407.06,753618.62,22883.16,28.67,638.09,81.91,37895.15,610.22,207396.65,24.46,73.19,2952908.84
REC-000456,BIZ-0019,12,2025,1957065.28,717110.65,21774.61,20.78,684.63,59.37,35586.29,580.66,188572.69,25.89,83.28,2695950.54
REC-000457,BIZ-0020,1,2024,364659.53,352678.04,109559.75,46.07,257.21,65.81,3838.52,417.37,58004.8,26.73,79.75,826897.32
REC-000458,BIZ-0020,2,2024,476887.32,104280.4,32394.8,24.15,267.68,34.5,5019.87,123.41,44436.54,26.85,62.4,613562.52
REC-000459,BIZ-0020,3,2024,434028.21,246654.13,76623.33,42.45,262.37,60.65,4568.72,291.9,56569.48,29.26,59.06,757305.67
REC-000460,BIZ-0020,4,2024,453840.66,160318.41,49803.06,36.21,260.87,51.73,4777.27,189.73,52511.93,30.5,80.45,663962.13
REC-000461,BIZ-0020,5,2024,353343.09,129046.13,40088.29,21.15,292.81,30.21,3719.4,152.72,40382.27,29.56,82.59,522477.51
REC-000462,BIZ-0020,6,2024,438400.41,170742.38,53041.27,23.97,278.35,34.25,4614.74,202.06,43703.27,29.26,63.34,662184.06
REC-000463,BIZ-0020,7,2024,342729.85,232358.93,72182.51,33.89,274.61,48.41,3607.68,274.98,49134.34,28.07,68.89,647271.29
REC-000464,BIZ-0020,8,2024,474684.26,229750.38,71372.16,33.61,275.0,48.02,4996.68,271.89,51025.46,28.48,68.82,775806.8
REC-000465,BIZ-0020,9,2024,422154.47,275562.35,85603.69,36.68,260.19,52.41,4443.73,326.11,52344.09,26.23,80.9,783320.51
REC-000466,BIZ-0020,10,2024,405851.35,149074.28,46310.06,30.41,279.58,43.44,4272.12,176.42,47693.3,26.63,87.11,601235.69
REC-000467,BIZ-0020,11,2024,459916.53,170247.98,52887.69,32.64,265.97,46.63,4841.23,201.48,50110.48,25.62,85.04,683052.2
REC-000468,BIZ-0020,12,2024,332466.76,224638.62,69784.19,35.59,272.18,50.84,3499.65,265.84,50159.54,24.67,57.94,626889.57
REC-000469,BIZ-0020,1,2025,350534.34,324262.89,100732.55,40.29,265.46,57.56,3689.84,383.74,53739.61,27.83,80.72,775529.78
REC-000470,BIZ-0020,2,2025,488780.07,114552.45,35585.82,25.82,254.87,36.89,5145.05,135.57,45791.54,28.35,70.07,638918.34
REC-000471,BIZ-0020,3,2025,496011.57,204360.23,63484.69,28.85,281.81,41.21,5221.17,241.85,48024.49,30.0,83.85,763856.49
REC-000472,BIZ-0020,4,2025,459388.66,194285.43,60354.94,45.54,247.54,65.06,4835.67,229.92,59134.44,29.99,58.82,714029.03
REC-000473,BIZ-0020,5,2025,394629.93,377308.64,117211.26,45.68,257.77,65.25,4154.0,446.52,58205.33,29.63,76.36,889149.83
REC-000474,BIZ-0020,6,2025,405403.97,133158.18,41365.71,28.3,272.18,40.42,4267.41,157.58,46208.15,29.61,79.19,579927.86
REC-000475,BIZ-0020,7,2025,468607.88,245026.34,76117.65,39.23,266.97,56.05,4932.71,289.97,54861.42,29.01,70.07,789751.87
REC-000476,BIZ-0020,8,2025,369841.16,158092.88,49111.69,21.67,292.06,30.96,3893.06,187.09,41011.48,27.81,84.24,577045.73
REC-000477,BIZ-0020,9,2025,357626.69,289433.54,89912.79,46.2,246.59,66.01,3764.49,342.52,57989.29,27.91,82.86,736973.02
REC-000478,BIZ-0020,10,2025,426418.54,286232.89,88918.5,42.04,262.96,60.06,4488.62,338.74,56163.5,26.0,69.46,801569.93
REC-000479,BIZ-0020,11,2025,465233.45,285670.78,88743.88,45.59,247.47,65.13,4897.19,338.07,59259.16,26.37,84.04,839648.11
REC-000480,BIZ-0020,12,2025,416653.12,136314.77,42346.3,19.5,295.17,27.85,4385.82,161.32,40225.29,25.81,84.29,595314.19
REC-000481,BIZ-0021,1,2024,145276.15,42578.32,13226.99,5.85,364.38,58.46,5600.82,50.39,32493.65,25.58,83.65,201081.46
REC-000482,BIZ-0021,2,2024,223808.0,34493.96,10715.58,4.84,347.2,48.36,6427.47,40.82,33026.37,27.34,86.54,269017.54
REC-000483,BIZ-0021,3,2024,172021.48,32817.01,10194.63,4.67,376.15,46.69,5882.35,38.84,32091.61,29.53,69.28,215033.12
REC-000484,BIZ-0021,4,2024,181208.39,44391.95,13790.4,6.51,344.06,65.14,5979.06,52.53,33528.58,30.5,59.91,239390.74
REC-000485,BIZ-0021,5,2024,151652.56,29146.13,9054.27,4.61,376.72,46.12,5667.94,34.49,31730.17,29.33,85.83,189852.96
REC-000486,BIZ-0021,6,2024,103296.21,21541.6,6691.92,3.99,369.31,39.89,5158.93,25.49,30530.71,29.36,79.8,131529.73
REC-000487,BIZ-0021,7,2024,105196.61,28154.97,8746.37,6.18,361.07,61.77,5178.93,33.32,32092.27,29.27,73.17,142097.95
REC-000488,BIZ-0021,8,2024,40643.47,26373.08,8192.82,4.74,375.41,47.43,4499.43,31.21,30069.28,27.87,73.91,75209.37
REC-000489,BIZ-0021,9,2024,33352.72,18886.22,5867.02,4.32,366.05,43.15,4422.68,22.35,29654.86,27.9,79.59,58105.96
REC-000490,BIZ-0021,10,2024,199119.37,47283.57,14688.68,6.83,354.5,68.34,6167.59,55.96,34035.38,25.95,82.25,261091.62
REC-000491,BIZ-0021,11,2024,156049.4,25792.88,8012.58,4.55,363.67,45.53,5714.23,30.52,31758.39,26.44,73.56,189854.86
REC-000492,BIZ-0021,12,2024,209603.94,29823.61,9264.73,3.99,382.9,39.94,6277.96,35.29,32212.65,26.62,81.95,248692.28
REC-000493,BIZ-0021,1,2025,103922.22,21033.78,6534.16,4.54,377.48,45.36,5165.52,24.89,30923.75,26.99,78.65,131490.16
REC-000494,BIZ-0021,2,2025,69626.27,40696.0,12642.25,5.35,328.41,53.51,4804.51,48.16,30952.79,28.38,55.07,122964.52
REC-000495,BIZ-0021,3,2025,41597.2,41212.31,12802.64,6.54,357.48,65.36,4509.47,48.77,31339.36,29.36,67.34,95612.15
REC-000496,BIZ-0021,4,2025,129459.76,18413.81,5720.27,3.64,372.76,36.44,5434.33,21.79,30702.51,30.94,79.5,153593.84
REC-000497,BIZ-0021,5,2025,86791.29,31240.0,9704.73,6.21,360.74,62.1,4985.19,36.97,31825.13,29.59,83.12,127736.02
REC-000498,BIZ-0021,6,2025,47410.21,37793.72,11740.65,5.35,355.7,53.5,4570.65,44.73,30600.69,29.78,79.99,96944.58
REC-000499,BIZ-0021,7,2025,134034.99,32741.68,10171.23,5.15,371.32,51.52,5482.49,38.75,31830.09,28.35,84.43,176947.9
REC-000500,BIZ-0021,8,2025,147466.03,30204.67,9383.11,4.99,372.94,49.9,5623.87,35.75,31928.47,29.11,55.14,187053.81
REC-000501,BIZ-0021,9,2025,202461.2,47146.43,14646.08,6.6,343.24,65.96,6202.77,55.79,33921.23,26.95,85.5,264253.71
REC-000502,BIZ-0021,10,2025,54220.48,37043.9,11507.72,5.46,368.25,54.59,4642.34,43.84,30784.71,25.05,81.9,102772.1
REC-000503,BIZ-0021,11,2025,123550.02,37473.97,11641.32,5.24,356.8,52.4,5372.13,44.35,31726.52,25.07,84.09,172665.31
REC-000504,BIZ-0021,12,2025,84437.95,29157.35,9057.76,3.82,384.6,38.24,4960.42,34.51,30117.28,25.23,68.13,122653.06
REC-000505,BIZ-0022,1,2024,8281806.07,2286269.03,69421.12,53.1,457.34,75.86,102005.31,1851.23,471838.63,25.88,76.09,10637496.22
REC-000506,BIZ-0022,2,2024,7342012.49,1521373.36,46195.55,55.13,420.05,78.75,92112.74,1231.88,451557.95,28.11,65.99,8909581.4
REC-000507,BIZ-0022,3,2024,7537645.68,1865540.47,56645.97,73.14,428.72,104.48,94172.04,1510.56,496334.57,28.55,80.0,9459832.12
REC-000508,BIZ-0022,4,2024,5536722.39,2071983.48,62914.48,54.58,438.03,77.97,73109.69,1677.72,402854.8,30.67,89.13,7671620.35
REC-000509,BIZ-0022,5,2024,7249450.67,2574160.6,78162.77,56.56,452.4,80.8,91138.41,2084.34,452272.53,31.0,81.63,9901774.04
REC-000510,BIZ-0022,6,2024,8702589.04,2377878.05,72202.77,54.16,438.63,77.37,106434.6,1925.41,485241.22,30.67,78.6,11152669.86
REC-000511,BIZ-0022,7,2024,4436569.36,1098471.59,33354.4,46.66,466.54,66.66,61529.13,889.45,356480.65,29.06,55.45,5568395.35
REC-000512,BIZ-0022,8,2024,7498726.6,2979891.92,90482.55,76.19,424.35,108.85,93762.36,2412.87,502030.7,26.94,64.34,10569101.07
REC-000513,BIZ-0022,9,2024,7294956.04,1352543.31,41069.13,38.0,461.72,54.28,91617.41,1095.18,412634.82,25.9,57.17,8688568.48
REC-000514,BIZ-0022,10,2024,6922353.44,2206260.93,66991.73,61.1,445.91,87.29,87695.28,1786.45,453659.9,25.5,70.84,9195606.1
REC-000515,BIZ-0022,11,2024,6059824.17,2222799.92,67493.92,53.04,440.24,75.76,78616.02,1799.84,413217.48,24.84,77.65,8350118.01
REC-000516,BIZ-0022,12,2024,4530040.53,1518566.28,46110.31,46.7,466.49,66.71,62513.04,1229.61,359017.2,26.31,79.25,6094717.12
REC-000517,BIZ-0022,1,2025,8729155.58,1243792.67,37766.98,30.64,489.43,43.77,106714.25,1007.12,434185.5,27.44,78.98,10010715.23
REC-000518,BIZ-0022,2,2025,8431682.54,1381993.67,41963.37,49.71,410.59,71.01,103582.95,1119.02,468319.67,27.29,85.41,9855639.58
REC-000519,BIZ-0022,3,2025,6151469.63,2299929.63,69835.92,56.83,452.01,81.19,79580.71,1862.29,423979.72,29.57,79.83,8521235.18
REC-000520,BIZ-0022,4,2025,5337245.06,2325689.48,70618.1,49.99,444.58,71.42,71009.93,1883.15,387507.07,29.44,80.37,7733552.64
REC-000521,BIZ-0022,5,2025,8101496.78,786420.94,23879.18,33.85,484.85,48.35,100107.31,636.78,424734.62,29.48,88.69,8911796.9
REC-000522,BIZ-0022,6,2025,4884737.55,1553662.29,47175.98,69.45,416.78,99.22,66246.69,1258.03,418417.06,29.63,64.25,6485575.82
REC-000523,BIZ-0022,7,2025,4733077.55,2717614.32,82518.65,73.5,428.2,105.0,64650.27,2200.5,423331.8,29.17,87.81,7533210.52
REC-000524,BIZ-0022,8,2025,8183203.78,1784691.21,54191.03,42.76,472.12,61.08,100967.39,1445.09,446482.96,28.66,76.89,10022086.02
REC-000525,BIZ-0022,9,2025,6977028.84,2465124.55,74851.96,53.74,439.22,76.78,88270.81,1996.05,438914.61,26.87,57.55,9517005.35
REC-000526,BIZ-0022,10,2025,5107325.42,1758166.13,53385.61,54.61,455.18,78.02,68589.72,1423.62,391618.34,25.88,82.52,6918877.16
REC-000527,BIZ-0022,11,2025,7525875.38,1303729.13,39586.92,44.22,452.83,63.17,94048.14,1055.65,432409.32,25.14,85.92,8869191.43
REC-000528,BIZ-0022,12,2025,6427900.04,2265047.9,68776.76,55.51,453.91,79.29,82490.51,1834.05,428338.14,26.92,76.64,8761724.7
REC-000529,BIZ-0023,1,2024,798098.81,219324.22,31633.3,16.88,612.7,48.22,8401.04,210.89,56114.11,27.11,65.79,1049056.33
REC-000530,BIZ-0023,2,2024,715825.5,325112.74,46891.26,29.3,534.57,83.71,7535.01,312.61,66876.02,29.0,70.05,1087829.5
REC-000531,BIZ-0023,3,2024,794666.38,222581.78,32103.14,26.19,586.1,74.82,8364.91,214.02,64915.09,29.96,65.74,1049351.3
REC-000532,BIZ-0023,4,2024,948907.2,261518.69,37719.04,22.04,576.62,62.98,9988.5,251.46,62927.2,30.21,87.43,1248144.93
REC-000533,BIZ-0023,5,2024,862805.95,124773.17,17996.13,13.84,621.39,39.53,9082.17,119.97,54041.99,30.01,83.5,1005575.25
REC-000534,BIZ-0023,6,2024,974367.21,239646.02,34564.33,24.32,570.12,69.48,10256.5,230.43,65410.34,31.3,87.52,1248577.56
REC-000535,BIZ-0023,7,2024,948676.08,278169.15,40120.55,28.34,579.96,80.96,9986.06,267.47,68903.0,29.56,69.03,1266965.78
REC-000536,BIZ-0023,8,2024,1019682.27,294283.13,42444.68,20.63,601.98,58.94,10733.5,282.96,62477.11,28.79,91.0,1356410.08
REC-000537,BIZ-0023,9,2024,728664.72,223918.46,32295.93,26.05,565.17,74.43,7670.15,215.31,63951.41,25.72,84.64,984879.11
REC-000538,BIZ-0023,10,2024,771039.94,194584.84,28065.12,13.61,622.05,38.87,8116.21,187.1,52665.16,24.81,67.87,993689.9
REC-000539,BIZ-0023,11,2024,858818.99,212846.91,30699.07,20.04,582.36,57.24,9040.2,204.66,59882.08,26.49,75.45,1102364.97
REC-000540,BIZ-0023,12,2024,682645.73,229303.74,33072.65,26.12,586.3,74.62,7185.74,220.48,63432.62,25.57,65.9,945022.12
REC-000541,BIZ-0023,1,2025,962106.92,229258.51,33066.13,19.14,606.25,54.67,10127.44,220.44,60331.87,27.34,63.5,1224431.56
REC-000542,BIZ-0023,2,2025,938495.15,266209.8,38395.64,17.67,546.48,50.48,9878.9,255.97,58640.43,27.5,84.63,1243100.59
REC-000543,BIZ-0023,3,2025,753689.35,151381.03,21833.8,15.26,617.32,43.6,7933.57,145.56,54016.55,28.97,89.13,926904.18
REC-000544,BIZ-0023,4,2025,1088401.04,231918.3,33449.76,17.93,588.38,51.22,11456.85,223.0,60780.14,30.76,88.29,1353769.1
REC-000545,BIZ-0023,5,2025,1127895.54,377322.62,54421.53,28.94,578.23,82.69,11872.58,362.81,71742.41,30.02,91.27,1559639.69
REC-000546,BIZ-0023,6,2025,1024458.33,129115.38,18622.41,14.97,596.82,42.78,10783.77,124.15,57163.4,31.26,62.37,1172196.12
REC-000547,BIZ-0023,7,2025,914251.83,136792.3,19729.66,13.89,621.24,39.68,9623.7,131.53,54742.7,29.42,75.0,1070773.79
REC-000548,BIZ-0023,8,2025,807754.7,430961.14,62157.86,29.68,576.11,84.81,8502.68,414.39,68402.39,28.58,85.96,1300873.7
REC-000549,BIZ-0023,9,2025,896551.77,156681.0,22598.22,17.12,590.7,48.9,9437.39,150.65,57584.38,25.89,68.07,1075830.99
REC-000550,BIZ-0023,10,2025,731214.03,414708.41,59813.71,26.71,584.61,76.31,7696.99,398.76,64608.56,26.25,80.72,1205736.15
REC-000551,BIZ-0023,11,2025,743466.95,255450.65,36843.84,25.18,567.66,71.94,7825.97,245.63,63312.11,25.62,83.27,1035761.44
REC-000552,BIZ-0023,12,2025,1051900.28,252583.34,36430.29,19.12,606.28,54.64,11072.63,242.87,61455.83,25.11,81.16,1340913.91
REC-000553,BIZ-0024,1,2024,3023955.25,1008085.8,30609.89,29.45,400.3,53.54,31831.11,816.26,244367.1,26.11,64.98,4062650.94
REC-000554,BIZ-0024,2,2024,4633952.36,1009670.36,30658.01,27.87,373.89,50.67,48778.45,817.55,283253.97,27.59,78.08,5674280.73
REC-000555,BIZ-0024,3,2024,3571500.08,1418064.26,43058.63,34.06,391.91,61.93,37594.74,1148.23,268916.14,29.99,88.55,5032622.97
REC-000556,BIZ-0024,4,2024,3749724.16,1398328.43,42459.37,35.84,374.04,65.16,39470.78,1132.25,277525.42,30.67,77.43,5190511.96
REC-000557,BIZ-0024,5,2024,4066397.07,1775551.72,53913.51,51.83,359.61,94.23,42804.18,1437.69,321033.21,30.1,71.8,5895862.3
REC-000558,BIZ-0024,6,2024,3218005.33,1398853.97,42475.32,32.8,379.56,59.64,33873.74,1132.68,256852.52,29.23,77.59,4659334.62
REC-000559,BIZ-0024,7,2024,4619144.28,1854098.43,56298.54,46.12,369.98,83.86,48622.57,1501.29,323031.05,30.19,61.88,6529541.25
REC-000560,BIZ-0024,8,2024,4627271.47,1946503.03,59104.34,53.29,356.96,96.88,48708.12,1576.12,339001.11,28.94,84.74,6632878.84
REC-000561,BIZ-0024,9,2024,2924812.77,1419461.04,43101.04,32.03,380.96,58.24,30787.5,1149.36,247442.96,27.4,62.45,4387374.85
REC-000562,BIZ-0024,10,2024,3332959.52,1642114.6,49861.78,37.11,386.37,67.47,35083.78,1329.65,269354.07,25.93,77.89,5024935.9
REC-000563,BIZ-0024,11,2024,3367831.01,1010308.72,30677.39,41.29,364.12,75.08,35450.85,818.06,279472.26,25.72,85.0,4408817.12
REC-000564,BIZ-0024,12,2024,3309572.09,2747724.07,83432.92,59.11,346.36,107.48,34837.6,2224.88,317144.82,25.51,55.37,6140729.08
REC-000565,BIZ-0024,1,2025,3349025.09,1018843.44,30936.54,28.13,402.69,51.15,35252.9,824.97,250018.38,27.19,81.5,4398805.07
REC-000566,BIZ-0024,2,2025,3409482.38,2279657.1,69220.36,50.18,318.68,91.24,35889.29,1845.88,300124.0,28.16,85.53,5758359.84
REC-000567,BIZ-0024,3,2025,3577005.59,901307.15,27367.63,32.18,395.34,58.5,37652.69,729.8,264922.77,28.15,81.65,4505680.37
REC-000568,BIZ-0024,4,2025,4943575.85,1658757.61,50367.13,36.94,372.03,67.17,52037.64,1343.12,311365.59,30.57,73.13,6652700.59
REC-000569,BIZ-0024,5,2025,4407553.65,1198720.68,36398.4,25.97,406.61,47.23,46395.3,970.62,273131.41,31.42,56.4,5642672.73
REC-000570,BIZ-0024,6,2025,4694061.12,1607840.01,48821.05,44.28,358.7,80.5,49411.17,1301.89,320938.01,30.49,64.57,6350722.18
REC-000571,BIZ-0024,7,2025,4301913.43,1366594.95,41495.8,56.58,350.96,102.88,45283.3,1106.55,337688.04,28.95,68.25,5710004.18
REC-000572,BIZ-0024,8,2025,3626821.22,1595889.33,48458.18,37.62,385.43,68.41,38177.07,1292.22,278217.5,27.4,89.04,5271168.73
REC-000573,BIZ-0024,9,2025,5166728.15,979538.02,29743.06,22.25,398.74,40.46,54386.61,793.15,284925.35,26.38,82.74,6176009.23
REC-000574,BIZ-0024,10,2025,4018704.39,851152.43,25844.71,32.81,394.18,59.66,42302.15,689.19,277939.94,25.69,63.05,4895701.53
REC-000575,BIZ-0024,11,2025,4898879.45,1540835.32,46786.5,47.45,352.92,86.28,51567.15,1247.64,333313.87,24.68,76.07,6486501.27
REC-000576,BIZ-0024,12,2025,4328758.62,1489188.56,45218.28,40.44,380.31,73.53,45565.88,1205.82,302887.79,25.43,58.97,5863165.46
REC-000577,BIZ-0025,1,2024,220409.4,70168.43,17349.34,9.01,292.93,25.75,7490.9,77.11,28950.52,27.1,73.15,307927.17
REC-000578,BIZ-0025,2,2024,538776.89,50833.12,12568.63,9.31,271.51,26.61,10842.14,55.86,31795.93,27.12,76.4,602178.64
REC-000579,BIZ-0025,3,2024,320000.65,178824.29,44214.8,22.27,255.06,63.62,8539.23,196.51,37077.46,30.26,76.53,543039.74
REC-000580,BIZ-0025,4,2024,550938.35,125654.28,31068.37,21.92,245.77,62.63,10970.15,138.08,38831.71,31.07,83.3,707661.0
REC-000581,BIZ-0025,5,2024,356931.38,71018.45,17559.51,10.45,288.81,29.87,8927.97,78.04,30892.62,30.76,75.09,445509.34
REC-000582,BIZ-0025,6,2024,496190.96,123409.49,30513.34,16.82,260.36,48.04,10393.86,135.61,35563.66,29.31,78.64,650113.79
REC-000583,BIZ-0025,7,2024,575147.33,80761.81,19968.58,16.4,271.84,46.84,11224.98,88.75,35997.46,28.45,81.94,675877.72
REC-000584,BIZ-0025,8,2024,0.0,144939.06,35836.58,15.23,275.16,43.52,3575.68,159.27,29238.53,27.71,28.9,180775.64
REC-000585,BIZ-0025,9,2024,428399.35,92780.2,22940.16,9.79,280.42,27.98,9680.27,101.96,31131.13,27.19,86.45,544119.71
REC-000586,BIZ-0025,10,2024,395896.69,95358.88,23577.74,18.85,264.82,53.86,9338.13,104.79,35838.03,26.07,88.09,514833.31
REC-000587,BIZ-0025,11,2024,401810.23,67873.02,16781.79,7.02,288.35,20.05,9400.38,74.59,29380.7,25.88,88.86,486465.04
REC-000588,BIZ-0025,12,2024,0.0,173690.03,42945.34,20.78,259.31,59.37,4787.63,190.87,33258.27,26.26,33.21,216635.37
REC-000589,BIZ-0025,1,2025,376193.52,123501.63,30536.12,19.11,264.09,54.59,9130.73,135.72,35813.2,26.58,90.03,530231.27
REC-000590,BIZ-0025,2,2025,557156.95,110478.7,27316.16,16.07,241.91,45.93,11035.61,121.41,35669.13,28.73,89.05,694951.81
REC-000591,BIZ-0025,3,2025,578932.12,65035.74,16080.26,8.32,294.91,23.77,11264.82,71.47,31587.93,28.66,84.51,660048.12
REC-000592,BIZ-0025,4,2025,108751.77,85868.35,21231.19,18.71,254.94,53.46,6315.56,94.36,33344.28,30.27,68.25,215851.31
REC-000593,BIZ-0025,5,2025,307145.62,91518.39,22628.17,10.24,289.44,29.24,8403.91,100.57,30352.57,30.55,76.63,421292.18
REC-000594,BIZ-0025,6,2025,295834.91,96939.79,23968.63,16.22,262.06,46.34,8284.85,106.53,33548.65,29.95,63.41,416743.33
REC-000595,BIZ-0025,7,2025,418679.67,152014.23,37585.93,22.62,254.05,64.63,9577.95,167.05,38103.82,29.34,78.07,608279.83
REC-000596,BIZ-0025,8,2025,3806.08,74618.77,18449.7,9.81,290.64,28.04,5210.86,82.0,27566.85,27.29,34.95,96874.55
REC-000597,BIZ-0025,9,2025,428257.68,129053.46,31908.82,19.19,253.56,54.84,9678.78,141.82,36299.48,26.71,91.63,589219.96
REC-000598,BIZ-0025,10,2025,189676.28,93720.02,23172.53,10.62,288.34,30.34,7167.39,102.99,29574.31,24.97,87.64,306568.83
REC-000599,BIZ-0025,11,2025,321297.79,172928.12,42756.95,19.38,253.03,55.37,8552.88,190.03,35501.73,26.58,63.21,536982.86
REC-000600,BIZ-0025,12,2025,0.0,105314.4,26039.27,13.13,281.17,37.51,3778.09,115.73,28243.08,26.11,36.86,131353.67
REC-000601,BIZ-0026,1,2024,759529.76,153740.75,38012.82,30.56,253.38,47.01,7995.05,168.95,41202.49,27.48,86.34,951283.33
REC-000602,BIZ-0026,2,2024,785560.35,329316.52,81424.41,34.19,228.41,52.6,8269.06,361.89,43420.55,27.43,71.87,1196301.28
REC-000603,BIZ-0026,3,2024,672676.45,200304.94,49525.95,41.18,237.03,63.36,7080.8,220.12,46315.43,29.01,81.0,922507.34
REC-000604,BIZ-0026,4,2024,739411.25,122403.61,30264.63,13.31,270.22,20.48,7783.28,134.51,31548.92,30.82,65.61,892079.49
REC-000605,BIZ-0026,5,2024,636753.09,263645.63,65187.11,35.93,245.11,55.28,6702.66,289.72,43124.08,31.53,76.58,965585.83
REC-000606,BIZ-0026,6,2024,849935.94,191152.49,47262.98,23.52,254.51,36.19,8946.69,210.06,38094.67,30.64,79.69,1088351.41
REC-000607,BIZ-0026,7,2024,638992.74,202561.03,50083.77,24.68,262.42,37.97,6726.24,222.59,36956.88,30.39,62.78,891637.54
REC-000608,BIZ-0026,8,2024,303206.02,321326.25,79448.8,33.58,248.73,51.66,3191.64,353.11,39022.83,27.77,29.88,703981.07
REC-000609,BIZ-0026,9,2024,790886.05,193743.76,47903.68,30.05,244.47,46.23,8325.12,212.91,41188.02,26.87,83.24,1032533.49
REC-000610,BIZ-0026,10,2024,922013.65,177683.83,43932.82,26.3,259.93,40.46,9705.41,195.26,40230.26,26.59,67.24,1143630.3
REC-000611,BIZ-0026,11,2024,727991.67,214102.51,52937.43,29.34,245.56,45.14,7663.07,235.28,40267.43,24.31,65.6,995031.61
REC-000612,BIZ-0026,12,2024,420751.44,153763.52,38018.45,20.54,268.79,31.6,4428.96,168.97,32838.81,25.45,28.68,612533.41
REC-000613,BIZ-0026,1,2025,706907.76,172787.69,42722.23,24.03,263.42,36.97,7441.13,189.88,37169.19,27.45,68.0,922417.68
