dataset_source,source_grain,source_row_id,customer_id,building_type,customer_type,region,floor_area_sqft,floor_area_m2,occupants,appliance_count,outdoor_temperature,day_type,reported_energy_consumption,energy_cost_brl
energy_consumption,customer_observation,530,CUSTOMER_0530,,commercial,Northeast,,17,2,,,,,69.08
energy_consumption,customer_observation,531,CUSTOMER_0531,,commercial,Midwest,,45,1,,,,,61.18
energy_consumption,customer_observation,532,CUSTOMER_0532,,commercial,North,,45,1,,,,,100.86
energy_consumption,customer_observation,533,CUSTOMER_0533,,commercial,Midwest,,77,3,,,,,68.93
energy_consumption,customer_observation,534,CUSTOMER_0534,,residential,Midwest,,17,3,,,,,69.65
energy_consumption,customer_observation,535,CUSTOMER_0535,,commercial,Northeast,,45,3,,,,,95.63
energy_consumption,customer_observation,536,CUSTOMER_0536,,commercial,North,,45,1,,,,,85.76
energy_consumption,customer_observation,537,CUSTOMER_0537,,commercial,North,,24,1,,,,,88.97
energy_consumption,customer_observation,538,CUSTOMER_0538,,residential,Southeast,,17,1,,,,,85.16
energy_consumption,customer_observation,539,CUSTOMER_0539,,residential,Midwest,,45,1,,,,,101.09
energy_consumption,customer_observation,540,CUSTOMER_0540,,residential,Midwest,,45,1,,,,,63.13
energy_consumption,customer_observation,541,CUSTOMER_0541,,commercial,North,,17,1,,,,,103.29
energy_consumption,customer_observation,542,CUSTOMER_0542,,residential,Midwest,,45,4,,,,,149.4
energy_consumption,customer_observation,543,CUSTOMER_0543,,residential,Southeast,,45,1,,,,,82.74
energy_consumption,customer_observation,544,CUSTOMER_0544,,commercial,Southeast,,45,4,,,,,140.16
energy_consumption,customer_observation,545,CUSTOMER_0545,,residential,Midwest,,77,1,,,,,85.82
energy_consumption,customer_observation,546,CUSTOMER_0546,,residential,North,,45,4,,,,,107.06
energy_consumption,customer_observation,547,CUSTOMER_0547,,residential,North,,77,2,,,,,63.7
energy_consumption,customer_observation,548,CUSTOMER_0548,,commercial,North,,52,2,,,,,101.87
energy_consumption,customer_observation,549,CUSTOMER_0549,,residential,Northeast,,24,2,,,,,79.94
energy_consumption,customer_observation,550,CUSTOMER_0550,,commercial,North,,24,2,,,,,71.93
energy_consumption,customer_observation,551,CUSTOMER_0551,,residential,Northeast,,45,4,,,,,145.63
energy_consumption,customer_observation,552,CUSTOMER_0552,,commercial,Northeast,,45,1,,,,,79.43
energy_consumption,customer_observation,553,CUSTOMER_0553,,residential,South,,45,1,,,,,53.18
energy_consumption,customer_observation,554,CUSTOMER_0554,,residential,Midwest,,45,4,,,,,144.21
energy_consumption,customer_observation,555,CUSTOMER_0555,,commercial,Southeast,,45,3,,,,,90.1
energy_consumption,customer_observation,556,CUSTOMER_0556,,residential,Midwest,,45,3,,,,,60.98
energy_consumption,customer_observation,557,CUSTOMER_0557,,residential,North,,17,2,,,,,101.62
energy_consumption,customer_observation,558,CUSTOMER_0558,,residential,Midwest,,52,3,,,,,64.0
energy_consumption,customer_observation,559,CUSTOMER_0559,,commercial,Northeast,,24,2,,,,,76.01
energy_consumption,customer_observation,560,CUSTOMER_0560,,residential,Midwest,,77,1,,,,,58.39
energy_consumption,customer_observation,561,CUSTOMER_0561,,commercial,Northeast,,17,1,,,,,83.48
energy_consumption,customer_observation,562,CUSTOMER_0562,,residential,South,,77,4,,,,,124.44
energy_consumption,customer_observation,563,CUSTOMER_0563,,residential,Northeast,,17,3,,,,,70.64
energy_consumption,customer_observation,564,CUSTOMER_0564,,residential,Northeast,,24,1,,,,,94.97
energy_consumption,customer_observation,565,CUSTOMER_0565,,residential,South,,17,1,,,,,52.99
energy_consumption,customer_observation,566,CUSTOMER_0566,,residential,North,,45,2,,,,,93.47
energy_consumption,customer_observation,567,CUSTOMER_0567,,residential,Midwest,,52,4,,,,,135.18
energy_consumption,customer_observation,568,CUSTOMER_0568,,residential,Midwest,,45,3,,,,,103.14
energy_consumption,customer_observation,569,CUSTOMER_0569,,commercial,Southeast,,77,1,,,,,82.77
energy_consumption,customer_observation,570,CUSTOMER_0570,,residential,South,,45,4,,,,,106.9
energy_consumption,customer_observation,571,CUSTOMER_0571,,residential,South,,45,3,,,,,55.1
energy_consumption,customer_observation,572,CUSTOMER_0572,,commercial,North,,52,1,,,,,97.85
energy_consumption,customer_observation,573,CUSTOMER_0573,,residential,Southeast,,24,2,,,,,95.7
energy_consumption,customer_observation,574,CUSTOMER_0574,,residential,Midwest,,24,1,,,,,70.26
energy_consumption,customer_observation,575,CUSTOMER_0575,,commercial,Midwest,,77,4,,,,,137.73
energy_consumption,customer_observation,576,CUSTOMER_0576,,commercial,North,,77,3,,,,,77.64
energy_consumption,customer_observation,577,CUSTOMER_0577,,residential,Midwest,,77,3,,,,,102.16
energy_consumption,customer_observation,578,CUSTOMER_0578,,commercial,South,,77,2,,,,,101.28
energy_consumption,customer_observation,579,CUSTOMER_0579,,residential,South,,17,1,,,,,103.02
energy_consumption,customer_observation,580,CUSTOMER_0580,,residential,Midwest,,52,2,,,,,96.99
energy_consumption,customer_observation,581,CUSTOMER_0581,,residential,North,,45,4,,,,,153.71
energy_consumption,customer_observation,582,CUSTOMER_0582,,commercial,Northeast,,77,3,,,,,63.66
energy_consumption,customer_observation,583,CUSTOMER_0583,,residential,Southeast,,45,2,,,,,95.17
energy_consumption,customer_observation,584,CUSTOMER_0584,,residential,Midwest,,45,1,,,,,88.9
energy_consumption,customer_observation,585,CUSTOMER_0585,,residential,Midwest,,45,4,,,,,156.63
energy_consumption,customer_observation,586,CUSTOMER_0586,,residential,North,,24,1,,,,,81.83
energy_consumption,customer_observation,587,CUSTOMER_0587,,residential,Midwest,,17,2,,,,,56.87
energy_consumption,customer_observation,588,CUSTOMER_0588,,residential,Midwest,,52,3,,,,,83.18
energy_consumption,customer_observation,589,CUSTOMER_0589,,residential,South,,52,3,,,,,87.76
energy_consumption,customer_observation,590,CUSTOMER_0590,,residential,Midwest,,17,2,,,,,63.81
energy_consumption,customer_observation,591,CUSTOMER_0591,,residential,Northeast,,45,1,,,,,72.74
energy_consumption,customer_observation,592,CUSTOMER_0592,,residential,Midwest,,45,1,,,,,83.23
energy_consumption,customer_observation,593,CUSTOMER_0593,,residential,North,,45,1,,,,,71.71
energy_consumption,customer_observation,594,CUSTOMER_0594,,residential,South,,24,1,,,,,71.75
energy_consumption,customer_observation,595,CUSTOMER_0595,,commercial,Northeast,,52,3,,,,,59.33
energy_consumption,customer_observation,596,CUSTOMER_0596,,residential,Midwest,,45,1,,,,,100.81
energy_consumption,customer_observation,597,CUSTOMER_0597,,commercial,Northeast,,45,2,,,,,91.04
energy_consumption,customer_observation,598,CUSTOMER_0598,,residential,Midwest,,45,2,,,,,52.56
energy_consumption,customer_observation,599,CUSTOMER_0599,,residential,Midwest,,17,2,,,,,91.81
energy_consumption,customer_observation,600,CUSTOMER_0600,,residential,Midwest,,45,2,,,,,90.49
energy_consumption,customer_observation,601,CUSTOMER_0601,,residential,Northeast,,24,1,,,,,53.0
energy_consumption,customer_observation,602,CUSTOMER_0602,,residential,Northeast,,24,3,,,,,71.48
energy_consumption,customer_observation,603,CUSTOMER_0603,,residential,North,,45,4,,,,,137.12
energy_consumption,customer_observation,604,CUSTOMER_0604,,residential,Midwest,,77,1,,,,,75.75
energy_consumption,customer_observation,605,CUSTOMER_0605,,residential,North,,45,4,,,,,146.5
energy_consumption,customer_observation,606,CUSTOMER_0606,,residential,Midwest,,24,3,,,,,74.35
energy_consumption,customer_observation,607,CUSTOMER_0607,,residential,Southeast,,45,1,,,,,60.4
energy_consumption,customer_observation,608,CUSTOMER_0608,,residential,Southeast,,52,4,,,,,157.38
energy_consumption,customer_observation,609,CUSTOMER_0609,,residential,Midwest,,45,3,,,,,64.93
energy_consumption,customer_observation,610,CUSTOMER_0610,,commercial,Midwest,,52,4,,,,,143.2
energy_consumption,customer_observation,611,CUSTOMER_0611,,residential,North,,45,2,,,,,59.85
energy_consumption,customer_observation,612,CUSTOMER_0612,,commercial,Midwest,,45,2,,,,,69.39
energy_consumption,customer_observation,613,CUSTOMER_0613,,residential,Southeast,,17,3,,,,,75.2
energy_consumption,customer_observation,614,CUSTOMER_0614,,residential,Northeast,,24,3,,,,,62.37
energy_consumption,customer_observation,615,CUSTOMER_0615,,commercial,Midwest,,24,3,,,,,75.61
energy_consumption,customer_observation,616,CUSTOMER_0616,,commercial,Southeast,,45,2,,,,,60.57
energy_consumption,customer_observation,617,CUSTOMER_0617,,residential,Southeast,,77,2,,,,,81.2
energy_consumption,customer_observation,618,CUSTOMER_0618,,residential,Northeast,,52,1,,,,,86.58
energy_consumption,customer_observation,619,CUSTOMER_0619,,commercial,Midwest,,17,3,,,,,55.71
energy_consumption,customer_observation,620,CUSTOMER_0620,,commercial,Northeast,,24,3,,,,,97.23
energy_consumption,customer_observation,621,CUSTOMER_0621,,residential,North,,24,3,,,,,62.01
energy_consumption,customer_observation,622,CUSTOMER_0622,,residential,South,,24,2,,,,,64.07
energy_consumption,customer_observation,623,CUSTOMER_0623,,residential,Southeast,,45,3,,,,,86.46
energy_consumption,customer_observation,624,CUSTOMER_0624,,residential,Midwest,,77,3,,,,,76.57
energy_consumption,customer_observation,625,CUSTOMER_0625,,residential,North,,77,2,,,,,78.14
energy_consumption,customer_observation,626,CUSTOMER_0626,,residential,Southeast,,45,3,,,,,59.08
energy_consumption,customer_observation,627,CUSTOMER_0627,,residential,Midwest,,52,1,,,,,93.87
energy_consumption,customer_observation,628,CUSTOMER_0628,,commercial,Northeast,,45,2,,,,,84.19
energy_consumption,customer_observation,629,CUSTOMER_0629,,residential,Midwest,,24,2,,,,,59.45
energy_consumption,customer_observation,630,CUSTOMER_0630,,residential,North,,45,2,,,,,71.7
energy_consumption,customer_observation,631,CUSTOMER_0631,,commercial,Midwest,,45,1,,,,,94.11
energy_consumption,customer_observation,632,CUSTOMER_0632,,commercial,Midwest,,45,2,,,,,81.69
energy_consumption,customer_observation,633,CUSTOMER_0633,,residential,Northeast,,24,2,,,,,58.08
energy_consumption,customer_observation,634,CUSTOMER_0634,,residential,Northeast,,24,2,,,,,71.64
energy_consumption,customer_observation,635,CUSTOMER_0635,,residential,Northeast,,24,2,,,,,64.96
energy_consumption,customer_observation,636,CUSTOMER_0636,,residential,North,,77,1,,,,,79.07
energy_consumption,customer_observation,637,CUSTOMER_0637,,residential,Midwest,,45,4,,,,,150.08
energy_consumption,customer_observation,638,CUSTOMER_0638,,residential,Southeast,,45,3,,,,,74.9
energy_consumption,customer_observation,639,CUSTOMER_0639,,residential,North,,45,3,,,,,74.75
energy_consumption,customer_observation,640,CUSTOMER_0640,,residential,North,,24,2,,,,,98.99
energy_consumption,customer_observation,641,CUSTOMER_0641,,residential,Midwest,,45,1,,,,,82.09
energy_consumption,customer_observation,642,CUSTOMER_0642,,residential,Southeast,,52,2,,,,,81.57
energy_consumption,customer_observation,643,CUSTOMER_0643,,residential,Northeast,,45,3,,,,,65.95
energy_consumption,customer_observation,644,CUSTOMER_0644,,residential,Northeast,,77,4,,,,,137.17
energy_consumption,customer_observation,645,CUSTOMER_0645,,residential,Midwest,,24,3,,,,,82.07
energy_consumption,customer_observation,646,CUSTOMER_0646,,commercial,Northeast,,17,1,,,,,72.88
energy_consumption,customer_observation,647,CUSTOMER_0647,,residential,North,,52,3,,,,,103.37
energy_consumption,customer_observation,648,CUSTOMER_0648,,commercial,Midwest,,52,2,,,,,97.79
energy_consumption,customer_observation,649,CUSTOMER_0649,,commercial,Midwest,,77,1,,,,,90.99
energy_consumption,customer_observation,650,CUSTOMER_0650,,residential,Midwest,,45,4,,,,,133.31
energy_consumption,customer_observation,651,CUSTOMER_0651,,residential,Midwest,,77,3,,,,,76.23
energy_consumption,customer_observation,652,CUSTOMER_0652,,residential,Midwest,,52,2,,,,,61.99
energy_consumption,customer_observation,653,CUSTOMER_0653,,residential,Northeast,,52,1,,,,,68.2
energy_consumption,customer_observation,654,CUSTOMER_0654,,commercial,Northeast,,45,2,,,,,92.24
energy_consumption,customer_observation,655,CUSTOMER_0655,,residential,North,,24,3,,,,,75.8
energy_consumption,customer_observation,656,CUSTOMER_0656,,residential,North,,77,2,,,,,97.8
energy_consumption,customer_observation,657,CUSTOMER_0657,,residential,Midwest,,45,1,,,,,60.1
energy_consumption,customer_observation,658,CUSTOMER_0658,,residential,Southeast,,45,2,,,,,78.6
energy_consumption,customer_observation,659,CUSTOMER_0659,,residential,South,,45,3,,,,,85.72
energy_consumption,customer_observation,660,CUSTOMER_0660,,residential,Midwest,,45,1,,,,,79.04
energy_consumption,customer_observation,661,CUSTOMER_0661,,residential,Northeast,,45,4,,,,,152.6
energy_consumption,customer_observation,662,CUSTOMER_0662,,commercial,North,,17,1,,,,,103.31
energy_consumption,customer_observation,663,CUSTOMER_0663,,residential,Southeast,,52,3,,,,,58.45
energy_consumption,customer_observation,664,CUSTOMER_0664,,residential,Midwest,,45,2,,,,,59.17
energy_consumption,customer_observation,665,CUSTOMER_0665,,residential,Midwest,,45,4,,,,,111.0
energy_consumption,customer_observation,666,CUSTOMER_0666,,residential,Midwest,,17,2,,,,,87.48
energy_consumption,customer_observation,667,CUSTOMER_0667,,residential,Midwest,,17,3,,,,,71.64
energy_consumption,customer_observation,668,CUSTOMER_0668,,residential,Southeast,,24,1,,,,,90.16
energy_consumption,customer_observation,669,CUSTOMER_0669,,residential,North,,45,3,,,,,73.32
energy_consumption,customer_observation,670,CUSTOMER_0670,,residential,Midwest,,17,1,,,,,84.73
energy_consumption,customer_observation,671,CUSTOMER_0671,,residential,Southeast,,77,1,,,,,92.03
energy_consumption,customer_observation,672,CUSTOMER_0672,,commercial,Northeast,,24,2,,,,,80.65
energy_consumption,customer_observation,673,CUSTOMER_0673,,residential,Midwest,,24,3,,,,,80.2
energy_consumption,customer_observation,674,CUSTOMER_0674,,residential,Northeast,,24,1,,,,,57.03
energy_consumption,customer_observation,675,CUSTOMER_0675,,residential,South,,17,2,,,,,73.59
energy_consumption,customer_observation,676,CUSTOMER_0676,,commercial,North,,45,3,,,,,80.53
energy_consumption,customer_observation,677,CUSTOMER_0677,,residential,Midwest,,52,4,,,,,129.18
energy_consumption,customer_observation,678,CUSTOMER_0678,,residential,Northeast,,45,4,,,,,153.23
energy_consumption,customer_observation,679,CUSTOMER_0679,,commercial,Midwest,,24,3,,,,,99.05
energy_consumption,customer_observation,680,CUSTOMER_0680,,commercial,Northeast,,24,1,,,,,94.71
energy_consumption,customer_observation,681,CUSTOMER_0681,,commercial,Northeast,,45,1,,,,,71.77
energy_consumption,customer_observation,682,CUSTOMER_0682,,residential,Midwest,,77,4,,,,,143.18
energy_consumption,customer_observation,683,CUSTOMER_0683,,residential,South,,24,1,,,,,72.8
energy_consumption,customer_observation,684,CUSTOMER_0684,,commercial,Northeast,,45,3,,,,,64.44
energy_consumption,customer_observation,685,CUSTOMER_0685,,commercial,North,,45,4,,,,,122.65
energy_consumption,customer_observation,686,CUSTOMER_0686,,residential,Midwest,,24,1,,,,,56.14
energy_consumption,customer_observation,687,CUSTOMER_0687,,residential,Midwest,,45,3,,,,,69.54
energy_consumption,customer_observation,688,CUSTOMER_0688,,residential,South,,17,2,,,,,76.16
energy_consumption,customer_observation,689,CUSTOMER_0689,,commercial,North,,45,3,,,,,101.56
energy_consumption,customer_observation,690,CUSTOMER_0690,,residential,Midwest,,24,1,,,,,68.59
energy_consumption,customer_observation,691,CUSTOMER_0691,,residential,Northeast,,45,3,,,,,98.84
energy_consumption,customer_observation,692,CUSTOMER_0692,,residential,Northeast,,17,1,,,,,64.25
energy_consumption,customer_observation,693,CUSTOMER_0693,,residential,Midwest,,77,4,,,,,114.33
energy_consumption,customer_observation,694,CUSTOMER_0694,,residential,Midwest,,24,2,,,,,79.15
energy_consumption,customer_observation,695,CUSTOMER_0695,,residential,Midwest,,52,4,,,,,140.72
energy_consumption,customer_observation,696,CUSTOMER_0696,,residential,Northeast,,52,4,,,,,106.29
energy_consumption,customer_observation,697,CUSTOMER_0697,,residential,Midwest,,77,1,,,,,63.85
energy_consumption,customer_observation,698,CUSTOMER_0698,,residential,Midwest,,45,1,,,,,75.9
energy_consumption,customer_observation,699,CUSTOMER_0699,,residential,South,,45,1,,,,,69.5
energy_consumption,customer_observation,700,CUSTOMER_0700,,residential,Northeast,,24,1,,,,,89.09
energy_consumption,customer_observation,701,CUSTOMER_0701,,residential,Northeast,,24,1,,,,,78.75
energy_consumption,customer_observation,702,CUSTOMER_0702,,residential,Northeast,,45,1,,,,,60.73
energy_consumption,customer_observation,703,CUSTOMER_0703,,residential,Midwest,,24,2,,,,,98.43
energy_consumption,customer_observation,704,CUSTOMER_0704,,residential,Northeast,,77,2,,,,,67.54
energy_consumption,customer_observation,705,CUSTOMER_0705,,residential,South,,17,3,,,,,90.04
energy_consumption,customer_observation,706,CUSTOMER_0706,,commercial,Northeast,,45,4,,,,,146.61
energy_consumption,customer_observation,707,CUSTOMER_0707,,residential,Southeast,,45,1,,,,,101.96
energy_consumption,customer_observation,708,CUSTOMER_0708,,commercial,North,,45,3,,,,,78.1
energy_consumption,customer_observation,709,CUSTOMER_0709,,residential,Midwest,,45,2,,,,,84.12
energy_consumption,customer_observation,710,CUSTOMER_0710,,commercial,South,,17,2,,,,,69.7
energy_consumption,customer_observation,711,CUSTOMER_0711,,commercial,Northeast,,45,4,,,,,141.03
energy_consumption,customer_observation,712,CUSTOMER_0712,,residential,South,,24,1,,,,,76.29
energy_consumption,customer_observation,713,CUSTOMER_0713,,residential,Midwest,,77,1,,,,,74.97
energy_consumption,customer_observation,714,CUSTOMER_0714,,residential,South,,45,3,,,,,96.43
energy_consumption,customer_observation,715,CUSTOMER_0715,,residential,Midwest,,77,2,,,,,55.08
energy_consumption,customer_observation,716,CUSTOMER_0716,,commercial,Northeast,,17,3,,,,,97.79
energy_consumption,customer_observation,717,CUSTOMER_0717,,commercial,Northeast,,24,3,,,,,96.25
energy_consumption,customer_observation,718,CUSTOMER_0718,,commercial,Northeast,,24,3,,,,,78.5
energy_consumption,customer_observation,719,CUSTOMER_0719,,residential,North,,17,1,,,,,77.67
energy_consumption,customer_observation,720,CUSTOMER_0720,,commercial,North,,24,2,,,,,71.08
energy_consumption,customer_observation,721,CUSTOMER_0721,,commercial,North,,45,3,,,,,103.55
energy_consumption,customer_observation,722,CUSTOMER_0722,,residential,Midwest,,24,2,,,,,58.21
energy_consumption,customer_observation,723,CUSTOMER_0723,,residential,Midwest,,45,2,,,,,82.81
energy_consumption,customer_observation,724,CUSTOMER_0724,,commercial,North,,52,3,,,,,87.5
energy_consumption,customer_observation,725,CUSTOMER_0725,,residential,North,,45,3,,,,,100.48
energy_consumption,customer_observation,726,CUSTOMER_0726,,commercial,Midwest,,24,1,,,,,92.56
energy_consumption,customer_observation,727,CUSTOMER_0727,,residential,Northeast,,24,2,,,,,85.56
energy_consumption,customer_observation,728,CUSTOMER_0728,,commercial,North,,45,3,,,,,58.5
energy_consumption,customer_observation,729,CUSTOMER_0729,,residential,Northeast,,24,3,,,,,71.69
energy_consumption,customer_observation,730,CUSTOMER_0730,,residential,South,,45,2,,,,,59.63
energy_consumption,customer_observation,731,CUSTOMER_0731,,residential,Southeast,,24,3,,,,,97.75
energy_consumption,customer_observation,732,CUSTOMER_0732,,commercial,Northeast,,52,4,,,,,144.95
energy_consumption,customer_observation,733,CUSTOMER_0733,,commercial,Midwest,,45,2,,,,,91.4
energy_consumption,customer_observation,734,CUSTOMER_0734,,residential,Midwest,,45,3,,,,,85.99
energy_consumption,customer_observation,735,CUSTOMER_0735,,residential,Midwest,,24,2,,,,,78.54
energy_consumption,customer_observation,736,CUSTOMER_0736,,commercial,Midwest,,24,3,,,,,60.2
energy_consumption,customer_observation,737,CUSTOMER_0737,,residential,Midwest,,45,3,,,,,69.43
energy_consumption,customer_observation,738,CUSTOMER_0738,,commercial,Northeast,,45,1,,,,,59.53
energy_consumption,customer_observation,739,CUSTOMER_0739,,residential,North,,24,2,,,,,89.72
energy_consumption,customer_observation,740,CUSTOMER_0740,,residential,Midwest,,24,1,,,,,60.73
energy_consumption,customer_observation,741,CUSTOMER_0741,,residential,Southeast,,24,3,,,,,88.55
energy_consumption,customer_observation,742,CUSTOMER_0742,,residential,Midwest,,45,2,,,,,88.05
energy_consumption,customer_observation,743,CUSTOMER_0743,,commercial,Southeast,,24,2,,,,,76.09
energy_consumption,customer_observation,744,CUSTOMER_0744,,residential,South,,45,4,,,,,111.27
energy_consumption,customer_observation,745,CUSTOMER_0745,,residential,Northeast,,45,4,,,,,121.11
energy_consumption,customer_observation,746,CUSTOMER_0746,,commercial,Midwest,,45,3,,,,,68.94
energy_consumption,customer_observation,747,CUSTOMER_0747,,residential,Midwest,,52,3,,,,,88.46
energy_consumption,customer_observation,748,CUSTOMER_0748,,residential,South,,52,3,,,,,58.34
energy_consumption,customer_observation,749,CUSTOMER_0749,,commercial,South,,45,3,,,,,95.07
energy_consumption,customer_observation,750,CUSTOMER_0750,,residential,Midwest,,17,2,,,,,91.58
energy_consumption,customer_observation,751,CUSTOMER_0751,,residential,Northeast,,45,1,,,,,62.07
energy_consumption,customer_observation,752,CUSTOMER_0752,,commercial,Midwest,,45,2,,,,,89.43
energy_consumption,customer_observation,753,CUSTOMER_0753,,residential,North,,45,2,,,,,86.83
energy_consumption,customer_observation,754,CUSTOMER_0754,,residential,Midwest,,45,4,,,,,144.86
energy_consumption,customer_observation,755,CUSTOMER_0755,,residential,South,,24,2,,,,,62.2
energy_consumption,customer_observation,756,CUSTOMER_0756,,commercial,Northeast,,45,2,,,,,60.59
energy_consumption,customer_observation,757,CUSTOMER_0757,,residential,Midwest,,24,3,,,,,64.64
energy_consumption,customer_observation,758,CUSTOMER_0758,,residential,Midwest,,45,1,,,,,71.29
energy_consumption,customer_observation,759,CUSTOMER_0759,,commercial,Midwest,,24,2,,,,,93.25
energy_consumption,customer_observation,760,CUSTOMER_0760,,commercial,Northeast,,45,2,,,,,90.39
energy_consumption,customer_observation,761,CUSTOMER_0761,,residential,Midwest,,17,1,,,,,100.02
energy_consumption,customer_observation,762,CUSTOMER_0762,,residential,South,,45,3,,,,,55.51
energy_consumption,customer_observation,763,CUSTOMER_0763,,residential,South,,45,4,,,,,104.49
energy_consumption,customer_observation,764,CUSTOMER_0764,,commercial,Northeast,,24,2,,,,,88.4
energy_consumption,customer_observation,765,CUSTOMER_0765,,residential,Southeast,,45,3,,,,,66.84
energy_consumption,customer_observation,766,CUSTOMER_0766,,residential,Midwest,,45,4,,,,,122.17
energy_consumption,customer_observation,767,CUSTOMER_0767,,commercial,Northeast,,45,4,,,,,133.83
energy_consumption,customer_observation,768,CUSTOMER_0768,,commercial,North,,24,2,,,,,57.76
energy_consumption,customer_observation,769,CUSTOMER_0769,,residential,Northeast,,45,4,,,,,139.09
energy_consumption,customer_observation,770,CUSTOMER_0770,,commercial,South,,45,2,,,,,69.2
energy_consumption,customer_observation,771,CUSTOMER_0771,,residential,Midwest,,45,1,,,,,84.99
energy_consumption,customer_observation,772,CUSTOMER_0772,,commercial,Midwest,,45,1,,,,,95.33
energy_consumption,customer_observation,773,CUSTOMER_0773,,residential,Northeast,,45,3,,,,,61.29
energy_consumption,customer_observation,774,CUSTOMER_0774,,residential,Midwest,,24,2,,,,,100.3
energy_consumption,customer_observation,775,CUSTOMER_0775,,commercial,North,,24,3,,,,,79.75
energy_consumption,customer_observation,776,CUSTOMER_0776,,residential,Northeast,,17,1,,,,,99.89
energy_consumption,customer_observation,777,CUSTOMER_0777,,residential,Midwest,,24,1,,,,,63.17
energy_consumption,customer_observation,778,CUSTOMER_0778,,commercial,North,,45,1,,,,,83.54
energy_consumption,customer_observation,779,CUSTOMER_0779,,commercial,Southeast,,45,1,,,,,73.24
energy_consumption,customer_observation,780,CUSTOMER_0780,,residential,Northeast,,24,1,,,,,92.26
energy_consumption,customer_observation,781,CUSTOMER_0781,,commercial,Midwest,,77,4,,,,,137.07
energy_consumption,customer_observation,782,CUSTOMER_0782,,residential,Midwest,,45,4,,,,,130.96
energy_consumption,customer_observation,783,CUSTOMER_0783,,residential,Midwest,,77,3,,,,,99.38
energy_consumption,customer_observation,784,CUSTOMER_0784,,residential,North,,45,4,,,,,124.53
energy_consumption,customer_observation,785,CUSTOMER_0785,,residential,North,,45,3,,,,,63.8
energy_consumption,customer_observation,786,CUSTOMER_0786,,commercial,South,,17,1,,,,,83.73
energy_consumption,customer_observation,787,CUSTOMER_0787,,residential,Northeast,,24,2,,,,,84.54
energy_consumption,customer_observation,788,CUSTOMER_0788,,residential,Southeast,,17,2,,,,,75.05
energy_consumption,customer_observation,789,CUSTOMER_0789,,residential,South,,45,2,,,,,77.49
energy_consumption,customer_observation,790,CUSTOMER_0790,,commercial,Northeast,,24,2,,,,,101.77
energy_consumption,customer_observation,791,CUSTOMER_0791,,residential,Northeast,,45,4,,,,,144.02
energy_consumption,customer_observation,792,CUSTOMER_0792,,residential,Midwest,,24,2,,,,,58.18
energy_consumption,customer_observation,793,CUSTOMER_0793,,residential,South,,52,4,,,,,115.49
energy_consumption,customer_observation,794,CUSTOMER_0794,,residential,South,,17,1,,,,,102.6
energy_consumption,customer_observation,795,CUSTOMER_0795,,residential,Midwest,,24,3,,,,,89.8
energy_consumption,customer_observation,796,CUSTOMER_0796,,commercial,Midwest,,24,1,,,,,99.49
energy_consumption,customer_observation,797,CUSTOMER_0797,,commercial,North,,45,2,,,,,68.1
energy_consumption,customer_observation,798,CUSTOMER_0798,,residential,South,,24,2,,,,,90.59
energy_consumption,customer_observation,799,CUSTOMER_0799,,commercial,South,,45,3,,,,,89.16
energy_consumption,customer_observation,800,CUSTOMER_0800,,commercial,Northeast,,17,1,,,,,67.63
energy_consumption,customer_observation,801,CUSTOMER_0801,,commercial,Northeast,,24,3,,,,,80.78
energy_consumption,customer_observation,802,CUSTOMER_0802,,residential,North,,52,2,,,,,84.72
energy_consumption,customer_observation,803,CUSTOMER_0803,,residential,Northeast,,17,2,,,,,77.21
energy_consumption,customer_observation,804,CUSTOMER_0804,,residential,Southeast,,77,3,,,,,94.98
energy_consumption,customer_observation,805,CUSTOMER_0805,,residential,Northeast,,77,4,,,,,149.51
energy_consumption,customer_observation,806,CUSTOMER_0806,,commercial,North,,17,2,,,,,96.18
energy_consumption,customer_observation,807,CUSTOMER_0807,,commercial,Northeast,,24,1,,,,,93.76
energy_consumption,customer_observation,808,CUSTOMER_0808,,commercial,South,,24,2,,,,,77.56
energy_consumption,customer_observation,809,CUSTOMER_0809,,residential,Midwest,,45,2,,,,,72.09
energy_consumption,customer_observation,810,CUSTOMER_0810,,residential,Midwest,,45,1,,,,,95.19
energy_consumption,customer_observation,811,CUSTOMER_0811,,commercial,Northeast,,45,2,,,,,77.67
energy_consumption,customer_observation,812,CUSTOMER_0812,,commercial,South,,45,3,,,,,65.15
energy_consumption,customer_observation,813,CUSTOMER_0813,,residential,Southeast,,17,3,,,,,78.55
energy_consumption,customer_observation,814,CUSTOMER_0814,,commercial,Northeast,,52,2,,,,,59.78
energy_consumption,customer_observation,815,CUSTOMER_0815,,commercial,North,,45,1,,,,,88.02
energy_consumption,customer_observation,816,CUSTOMER_0816,,residential,North,,45,4,,,,,122.27
energy_consumption,customer_observation,817,CUSTOMER_0817,,residential,North,,52,1,,,,,65.88
energy_consumption,customer_observation,818,CUSTOMER_0818,,residential,Midwest,,45,3,,,,,101.62
energy_consumption,customer_observation,819,CUSTOMER_0819,,residential,South,,24,2,,,,,92.39
energy_consumption,customer_observation,820,CUSTOMER_0820,,residential,Midwest,,45,1,,,,,92.92
energy_consumption,customer_observation,821,CUSTOMER_0821,,commercial,Southeast,,45,4,,,,,138.05
energy_consumption,customer_observation,822,CUSTOMER_0822,,residential,Midwest,,17,1,,,,,95.59
