dataset_source,source_grain,source_row_id,cbecs_public_building_id,cbecs_region_code,cbecs_building_activity_code,floor_area_sqft,cbecs_floor_count_code,cbecs_construction_period_code,cbecs_occupancy_code,cbecs_weekly_operating_hours,cbecs_worker_count,cbecs_energy_used_code,cbecs_electricity_used_code,cbecs_natural_gas_used_code,cbecs_fuel_oil_used_code,cbecs_propane_used_code,cbecs_district_steam_used_code,cbecs_district_hot_water_used_code,heating_degree_days,cooling_degree_days,electricity_btu,electricity_consumption_cbecs,electricity_expenditure,natural_gas_btu,natural_gas_consumption_cbecs,natural_gas_expenditure,survey_final_weight
cbecs,building_survey,1105,1105,4,25,41000,3,7,1,70,50,1,1,1,2,2,2,2,822,1926,5919200.0,1734818.0,295442.0,184375.0,1776.0,1739.0,227.11
cbecs,building_survey,1106,1106,2,16,900000,994,9,1,168,2000,1,1,1,1,2,2,2,9588,716,83737083.0,24541935.0,1628061.0,140709309.0,1355581.0,539983.0,9.77
cbecs,building_survey,1107,1107,4,2,240000,8,4,2,60,300,1,1,1,2,2,2,2,1088,2034,9664521.0,2832509.0,373319.0,4501635.0,43368.0,29774.0,15.06
cbecs,building_survey,1108,1108,4,14,5100,1,3,1,50,6,1,1,2,2,2,2,2,6202,734,197126.0,57774.0,2843.0,,,,4384.99
cbecs,building_survey,1109,1109,3,15,13000,1,4,1,105,14,1,1,2,2,2,2,2,2544,2189,2972540.0,871202.0,65710.0,,,,451.56
cbecs,building_survey,1110,1110,2,2,385000,6,6,21,65,900,1,1,1,1,2,2,2,7067,955,8809937.0,2582045.0,256444.0,13017199.0,125407.0,90048.0,58.26
cbecs,building_survey,1111,1111,2,14,120000,2,2,1,60,75,1,1,1,2,2,2,2,9191,519,2442541.0,715868.0,81204.0,5091556.0,49052.0,18379.0,829.67
cbecs,building_survey,1112,1112,3,2,60000,4,7,7,40,136,1,1,2,2,2,2,2,1611,3085,2815273.0,825109.0,81085.0,,,,246.59
cbecs,building_survey,1113,1113,4,14,66000,2,5,1,45,44,1,1,1,2,2,2,2,4964,1388,1102506.0,323126.0,32568.0,1306614.0,12588.0,10068.0,8.84
cbecs,building_survey,1114,1114,4,2,41500,2,7,1,60,84,1,1,1,2,2,2,2,2572,60,1221473.0,357993.0,58852.0,234173.0,2256.0,923.0,9.11
cbecs,building_survey,1115,1115,1,26,36500,3,4,1,140,60,1,1,1,2,2,2,2,5208,1333,827877.0,242637.0,19090.0,1252778.0,12069.0,12427.0,1489.41
cbecs,building_survey,1116,1116,1,5,700000,1,8,1,72,120,1,1,1,2,2,2,2,4890,1259,9205034.0,2697841.0,316952.0,4464087.0,43007.0,40985.0,197.52
cbecs,building_survey,1117,1117,1,16,1500000,9,5,2,168,7500,1,1,1,1,1,2,2,5011,1311,342844277.0,100481910.0,7820834.0,456926121.0,4401986.0,1415837.0,9.21
cbecs,building_survey,1118,1118,3,14,188000,4,8,1,50,100,1,1,1,2,2,2,2,3914,1709,9033726.0,2647634.0,260798.0,4778541.0,46036.0,25429.0,99.04
cbecs,building_survey,1119,1119,3,1,415000,1,5,2,75,5,1,1,2,2,1,2,2,4481,1625,65895.0,19313.0,2021.0,,,,66.26
cbecs,building_survey,1120,1120,4,2,300000,3,7,1,168,20,1,1,1,1,2,2,2,981,912,9981073.0,2925285.0,384977.0,364705.0,3514.0,3219.0,15.06
cbecs,building_survey,1121,1121,1,2,118000,6,6,21,65,400,1,1,1,1,2,2,2,4834,960,6722027.0,1970113.0,311460.0,2596550.0,25015.0,20683.0,14.73
cbecs,building_survey,1122,1122,3,14,205000,2,3,1,72,167,1,1,1,2,2,2,2,4605,1758,8932336.0,2617918.0,82843.0,8449585.0,81403.0,86616.0,99.38
cbecs,building_survey,1123,1123,4,13,40500,1,8,1,54,6,1,1,1,2,2,2,1,1502,4421,1518906.0,445166.0,32781.0,928649.0,8947.0,6668.0,97.52
cbecs,building_survey,1124,1124,3,2,83000,4,2,6,168,30,1,1,1,2,2,2,2,3726,2272,7965650.0,2334598.0,62538.0,3838510.0,36980.0,20974.0,14.9
cbecs,building_survey,1125,1125,3,12,156000,2,7,1,50,45,1,1,1,2,2,2,2,3100,2366,3144382.0,921566.0,93745.0,2234698.0,21529.0,8102.0,54.73
cbecs,building_survey,1126,1126,1,12,1600,2,2,1,20,1,1,1,1,2,2,2,2,6634,807,37173.0,10895.0,1482.0,109234.0,1052.0,1044.0,2990.63
cbecs,building_survey,1127,1127,2,13,6000,4,3,3,40,5,1,1,1,2,2,2,2,5988,1056,33847.0,9920.0,1344.0,354008.0,3410.0,3043.0,3075.23
cbecs,building_survey,1128,1128,2,4,210000,4,3,1,60,101,1,1,1,1,2,1,2,5814,1199,8211819.0,2406746.0,126419.0,310.0,3.0,61.0,3.95
cbecs,building_survey,1129,1129,3,13,6400,1,2,1,0,0,1,1,2,2,1,2,2,3323,2006,228528.0,66978.0,6160.0,,,,2800.45
cbecs,building_survey,1130,1130,1,18,500000,995,3,1,168,300,1,1,1,2,2,2,2,5291,1486,17036605.0,4993143.0,423606.0,46967661.0,452482.0,354496.0,9.01
cbecs,building_survey,1131,1131,3,26,110000,1,2,1,168,50,1,1,1,1,2,2,2,1110,3605,5605174.0,1642783.0,111914.0,571722.0,5508.0,4131.0,14.9
cbecs,building_survey,1132,1132,1,7,8700,2,9,2,168,12,1,1,1,2,1,2,2,5302,1394,486741.0,142656.0,13714.0,356468.0,3434.0,3025.0,2050.06
cbecs,building_survey,1133,1133,1,16,1000000,995,2,1,168,3000,1,1,1,1,2,2,2,6035,1307,71010792.0,20812073.0,1884341.0,121101131.0,1166678.0,640756.0,9.88
cbecs,building_survey,1134,1134,1,26,1350,1,7,1,24,1,1,1,2,1,1,2,2,6676,886,5650.0,1656.0,466.0,,,,2990.63
cbecs,building_survey,1135,1135,4,2,5200,1,7,1,45,50,1,1,2,2,2,2,2,1381,4158,124981.0,36630.0,4965.0,,,,2934.43
cbecs,building_survey,1136,1136,3,25,3200,1,4,1,40,2,1,1,1,2,2,2,2,3573,2372,134882.0,39532.0,3986.0,168191.0,1620.0,1602.0,2990.63
cbecs,building_survey,1137,1137,3,5,27500,1,8,7,168,10,1,1,1,2,2,2,2,3094,3386,783435.0,229612.0,19874.0,964109.0,9288.0,7916.0,591.56
cbecs,building_survey,1138,1138,4,2,65000,2,5,51,45,150,1,1,2,2,2,2,2,854,1053,5577588.0,1634698.0,236526.0,,,,15.06
cbecs,building_survey,1139,1139,2,5,2000,1,6,1,50,0,2,2,2,2,2,2,2,9078,716,,,,,,,6659.94
cbecs,building_survey,1140,1140,3,26,4500,1,3,1,70,4,1,1,2,2,2,2,2,1362,2860,197932.0,58011.0,4065.0,,,,2990.63
cbecs,building_survey,1141,1141,3,2,1250,1,5,1,168,2,1,1,2,2,2,2,2,1332,3461,34631.0,10150.0,522.0,,,,2990.63
cbecs,building_survey,1142,1142,2,23,250000,1,9,28,69,241,1,1,1,2,2,2,2,6494,1245,15565565.0,4562006.0,399414.0,21918099.0,211157.0,117535.0,175.02
cbecs,building_survey,1143,1143,1,14,240000,4,2,1,50,504,1,1,1,2,2,2,2,6393,982,5724226.0,1677675.0,135880.0,16335120.0,157371.0,76384.0,8.84
cbecs,building_survey,1144,1144,2,17,250000,2,4,1,168,150,1,1,1,1,2,2,2,5814,1079,7405573.0,2170449.0,174071.0,5557801.0,53543.0,30627.0,58.11
cbecs,building_survey,1145,1145,4,5,355000,1,9,1,72,35,1,1,2,1,2,2,2,2299,223,6756787.0,1980301.0,252054.0,,,,70.08
cbecs,building_survey,1146,1146,2,4,86000,3,3,1,77,106,1,1,1,2,2,1,2,7450,734,10388203.0,3044608.0,298768.0,20672.0,199.0,330.0,111.56
cbecs,building_survey,1147,1147,3,14,265000,2,5,1,50,125,1,1,1,2,2,2,2,4418,1729,7519746.0,2203911.0,214968.0,5315703.0,51211.0,52630.0,8.7
cbecs,building_survey,1148,1148,2,14,420000,4,3,1,55,200,1,1,1,2,2,2,2,6331,1161,9144531.0,2680109.0,229937.0,22382677.0,215633.0,121131.0,45.1
cbecs,building_survey,1149,1149,3,23,45500,1,6,13,71,64,1,1,1,2,2,2,2,2559,3138,2982424.0,874098.0,73788.0,2760351.0,26593.0,14685.0,406.08
cbecs,building_survey,1150,1150,2,14,23000,1,9,1,60,6,1,1,1,2,2,2,2,9277,543,789612.0,231422.0,22240.0,294499.0,2837.0,1671.0,495.15
cbecs,building_survey,1151,1151,2,5,6300,1,7,1,56,6,1,1,2,2,2,2,2,4783,2016,71738.0,21025.0,2979.0,,,,1413.09
cbecs,building_survey,1152,1152,4,14,200001,6,8,1,120,100,1,1,2,1,2,2,1,854,1689,5553629.0,1627676.0,210864.0,,,,51.34
cbecs,building_survey,1153,1153,4,18,118000,4,9,1,168,50,1,1,2,1,1,2,2,5479,752,16376755.0,4799752.0,159679.0,,,,97.52
cbecs,building_survey,1154,1154,4,14,280000,3,4,1,50,135,1,1,1,2,2,1,2,5833,706,7022900.0,2058294.0,214072.0,10354051.0,99750.0,46216.0,9.01
cbecs,building_survey,1155,1155,3,14,37000,1,8,1,50,26,1,1,1,2,2,2,2,2236,3179,662871.0,194276.0,19234.0,369137.0,3556.0,2885.0,504.63
cbecs,building_survey,1156,1156,2,26,35500,1,4,1,40,25,1,1,1,2,2,2,2,7622,922,1208441.0,354174.0,45974.0,4316382.0,41584.0,28035.0,1030.4
cbecs,building_survey,1157,1157,2,1,9100,2,8,0,0,0,2,2,2,2,2,2,2,5764,1552,,,,,,,4207.0
cbecs,building_survey,1158,1158,3,23,80000,1,8,17,46,85,1,1,1,2,2,2,2,1910,3177,4442110.0,1301908.0,109540.0,5633101.0,54269.0,30295.0,395.28
cbecs,building_survey,1159,1159,4,2,16000,3,2,3,45,8,1,1,1,2,2,2,2,9649,236,308520.0,90422.0,10294.0,14891.0,143.0,311.0,1441.01
cbecs,building_survey,1160,1160,1,7,300000,6,6,1,48,300,1,1,1,1,2,2,2,5629,1046,4300388.0,1260372.0,115051.0,8728173.0,84086.0,46042.0,97.52
cbecs,building_survey,1161,1161,4,16,300000,7,9,1,168,2000,1,1,1,1,2,2,2,1457,793,4507095.0,1320954.0,165451.0,3323767.0,32021.0,18224.0,9.53
cbecs,building_survey,1162,1162,4,12,57000,3,4,2,40,4,1,1,1,2,2,2,2,739,1251,377744.0,110710.0,21469.0,413936.0,3988.0,3951.0,655.85
cbecs,building_survey,1163,1163,1,14,130000,6,2,1,50,120,1,1,2,1,2,2,2,5331,1320,2935372.0,860308.0,103624.0,,,,8.84
cbecs,building_survey,1164,1164,2,18,73000,4,8,1,168,10,1,1,1,2,2,2,2,6058,1010,3303155.0,968099.0,91484.0,2498217.0,24068.0,12860.0,341.69
cbecs,building_survey,1165,1165,3,14,5000,1,6,1,40,2,1,1,1,2,2,2,2,1412,3442,75314.0,22073.0,3221.0,32595.0,314.0,475.0,4468.96
cbecs,building_survey,1166,1166,4,14,12000,1,8,1,15,27,1,1,1,2,2,2,2,7131,635,1022096.0,299559.0,28188.0,156784.0,1510.0,902.0,429.63
cbecs,building_survey,1167,1167,2,16,500001,994,2,1,168,2000,1,1,1,1,2,1,2,6508,846,131923153.0,38664465.0,3340440.0,7075402.0,68164.0,44841.0,9.01
cbecs,building_survey,1168,1168,1,14,82000,4,8,1,45,85,1,1,1,1,2,2,2,5238,956,3733854.0,1094330.0,123954.0,2299880.0,22157.0,20129.0,278.62
cbecs,building_survey,1169,1169,3,13,16000,1,8,3,40,3,1,1,1,2,2,2,2,2686,2412,440253.0,129031.0,14900.0,191236.0,1842.0,1864.0,1413.09
cbecs,building_survey,1170,1170,4,23,17500,1,8,4,42,23,1,1,1,2,2,2,2,6826,399,644562.0,188910.0,14062.0,1286180.0,12391.0,8977.0,2009.74
cbecs,building_survey,1171,1171,3,18,600000,995,6,2,168,200,1,1,1,1,1,2,2,1643,3896,10528705.0,3085787.0,265940.0,15585698.0,150151.0,45571.0,9.01
cbecs,building_survey,1172,1172,1,15,10000,3,2,1,98,20,1,1,1,2,2,2,2,5898,1117,1285480.0,376753.0,34473.0,755598.0,7279.0,6240.0,1218.03
cbecs,building_survey,1173,1173,2,8,25000,1,7,1,45,50,1,1,1,2,2,2,2,6377,1094,1192702.0,349561.0,39982.0,970727.0,9352.0,7688.0,690.18
cbecs,building_survey,1174,1174,3,23,18750,1,8,4,55,10,1,1,1,2,2,2,2,3514,2385,1276396.0,374090.0,23278.0,789532.0,7606.0,6284.0,2009.74
cbecs,building_survey,1175,1175,3,7,475000,7,8,6,50,472,1,1,2,1,2,2,2,1381,3133,10070577.0,2951517.0,253453.0,,,,6.52
cbecs,building_survey,1176,1176,1,23,79000,1,4,8,83,28,1,1,1,2,2,2,2,6805,829,4940482.0,1447972.0,213855.0,4798724.0,46230.0,26084.0,395.28
cbecs,building_survey,1177,1177,2,11,250000,2,6,20,12,12,1,1,1,2,2,2,2,5274,1387,19566002.0,5734467.0,448594.0,4893.0,47.0,134.0,31.68
cbecs,building_survey,1178,1178,1,14,120000,5,2,1,86,80,1,1,1,1,2,2,2,4934,1240,1778352.0,521205.0,43273.0,5829725.0,56163.0,59336.0,97.52
cbecs,building_survey,1179,1179,4,18,200000,994,5,1,168,80,1,1,1,1,2,2,2,5511,594,11407535.0,3343357.0,348097.0,15551964.0,149826.0,87718.0,8.93
cbecs,building_survey,1180,1180,1,8,40000,3,8,1,168,75,1,1,1,1,2,2,2,5599,985,4134675.0,1211804.0,177698.0,1108806.0,10682.0,12187.0,384.05
cbecs,building_survey,1181,1181,2,2,245000,7,2,8,60,325,1,1,1,2,2,2,2,5645,1328,10253732.0,3005197.0,308520.0,4621723.0,44525.0,24652.0,15.06
cbecs,building_survey,1182,1182,4,14,310000,7,6,1,100,120,1,1,2,2,2,1,2,6775,250,14378293.0,4214037.0,325538.0,,,,13.29
cbecs,building_survey,1183,1183,3,18,215000,5,5,1,168,50,1,1,1,1,2,2,2,1445,3458,12088490.0,3542934.0,395887.0,5736039.0,55260.0,37522.0,50.03
cbecs,building_survey,1184,1184,1,23,120000,1,6,6,75,55,1,1,1,2,2,2,2,5591,1068,9636277.0,2824231.0,417615.0,7502953.0,72283.0,40110.0,175.02
cbecs,building_survey,1185,1185,2,15,1900,2,2,1,40,1,1,1,1,2,2,2,2,7103,874,74749.0,21908.0,2038.0,93121.0,897.0,824.0,1195.14
cbecs,building_survey,1186,1186,4,8,11000,1,8,1,40,12,1,1,1,2,2,2,2,4039,1380,266340.0,78060.0,5536.0,360143.0,3470.0,1911.0,1218.03
cbecs,building_survey,1187,1187,1,2,160000,3,4,9,168,308,1,1,1,1,2,2,2,6544,1055,8757596.0,2566705.0,236908.0,2626177.0,25300.0,24719.0,48.85
cbecs,building_survey,1188,1188,3,7,255000,5,4,16,168,500,1,1,1,2,2,2,2,1960,3185,8347085.0,2446391.0,234856.0,4964558.0,47828.0,31790.0,7.84
cbecs,building_survey,1189,1189,3,5,7800,1,8,1,48,2,1,1,2,2,2,2,2,3561,1930,39983.0,11718.0,1107.0,,,,6659.94
cbecs,building_survey,1190,1190,3,26,260000,2,5,1,60,50,1,1,1,1,2,2,2,5335,1175,8829205.0,2587692.0,222783.0,11856068.0,114220.0,63262.0,14.9
cbecs,building_survey,1191,1191,3,5,128000,1,8,1,40,85,1,1,1,2,2,2,2,3616,2150,1450514.0,425121.0,31972.0,3581791.0,34507.0,19420.0,247.57
cbecs,building_survey,1192,1192,3,5,130000,2,9,1,110,25,1,1,1,2,2,2,2,3125,1984,4254340.0,1246876.0,109741.0,556145.0,5358.0,5058.0,922.6
cbecs,building_survey,1193,1193,3,14,83000,1,6,1,56,80,1,1,1,2,2,2,2,1009,3889,2490408.0,729897.0,69049.0,52909.0,510.0,451.0,330.8
cbecs,building_survey,1194,1194,3,2,260000,994,8,35,60,375,1,1,2,2,2,2,2,4729,1790,10899407.0,3194433.0,269222.0,,,,14.9
cbecs,building_survey,1195,1195,2,12,90000,2,6,1,65,22,1,1,1,2,2,2,2,8196,463,1116200.0,327140.0,45050.0,3213553.0,30959.0,17552.0,59.79
cbecs,building_survey,1196,1196,3,5,25000,1,8,1,60,6,1,1,1,2,2,2,2,2870,2762,218910.0,64159.0,6082.0,68056.0,656.0,1040.0,1413.09
cbecs,building_survey,1197,1197,1,18,132000,994,8,1,168,8,1,1,1,1,2,2,2,3866,1636,8158899.0,2391237.0,162426.0,2570678.0,24766.0,34338.0,97.52
cbecs,building_survey,1198,1198,3,26,6000,1,4,1,84,18,1,1,2,2,2,2,2,1091,4029,584727.0,171374.0,10816.0,,,,2990.63
cbecs,building_survey,1199,1199,4,16,2100000,994,8,2,168,1200,1,1,1,1,2,2,2,4561,239,63293771.0,18550343.0,1604052.0,79751222.0,768316.0,325885.0,10.17
cbecs,building_survey,1200,1200,3,26,2050,1,7,1,38,1,1,1,2,2,2,2,2,3889,2038,100809.0,29545.0,2818.0,,,,460.31
cbecs,building_survey,1201,1201,4,11,164000,2,7,1,100,170,1,1,1,1,2,2,2,569,2188,19527308.0,5723127.0,682828.0,484866.0,4671.0,4206.0,54.0
cbecs,building_survey,1202,1202,4,14,12750,2,6,1,43,32,1,1,1,2,2,2,2,2126,3072,456230.0,133713.0,9438.0,53717.0,518.0,565.0,1195.68
cbecs,building_survey,1203,1203,2,26,7000,1,7,2,53,5,1,1,1,2,2,2,2,7314,941,187167.0,54856.0,5301.0,46690.0,450.0,419.0,2990.63
cbecs,building_survey,1204,1204,1,14,150000,3,3,2,90,76,1,1,2,1,1,2,2,5783,1051,5407922.0,1584971.0,137438.0,,,,288.37
cbecs,building_survey,1205,1205,4,8,74000,5,2,3,40,200,1,1,1,2,2,1,2,2947,52,3730618.0,1093382.0,137045.0,163020.0,1571.0,1466.0,161.5
cbecs,building_survey,1206,1206,4,2,64000,1,8,1,50,115,1,1,1,2,2,2,2,1100,1360,2730523.0,800271.0,233912.0,603390.0,5813.0,4488.0,118.55
cbecs,building_survey,1207,1207,1,13,1001,3,4,1,15,1,1,1,2,2,1,2,2,5889,900,35265.0,10336.0,2230.0,,,,2934.43
cbecs,building_survey,1208,1208,3,2,51000,1,6,2,55,150,1,1,2,2,2,2,2,1191,3104,3280859.0,961565.0,57486.0,,,,117.32
cbecs,building_survey,1209,1209,1,2,88000,4,2,2,168,75,1,1,1,1,2,2,2,5593,735,11095440.0,3251887.0,489818.0,2566043.0,24721.0,20540.0,134.42
cbecs,building_survey,1210,1210,3,2,500000,995,6,60,55,200,1,1,2,1,2,2,2,1198,3527,21703302.0,6360874.0,379625.0,,,,14.9
cbecs,building_survey,1211,1211,3,2,94000,4,6,2,50,95,1,1,2,2,2,2,2,1264,3119,3500611.0,1025970.0,61877.0,,,,240.4
cbecs,building_survey,1212,1212,4,18,49500,4,3,1,168,5,1,1,1,2,2,1,2,5308,588,430098.0,126055.0,22995.0,53929.0,520.0,450.0,495.15
cbecs,building_survey,1213,1213,3,4,365000,994,8,1,168,101,1,1,1,2,2,1,2,4048,2059,45054236.0,13204641.0,1068743.0,50035.0,482.0,314.0,50.09
cbecs,building_survey,1214,1214,3,7,46500,1,8,1,168,5,1,1,2,2,1,2,2,3334,1900,3861256.0,1131669.0,96708.0,,,,1218.58
cbecs,building_survey,1215,1215,2,8,2750,2,7,1,52,6,1,1,1,2,2,2,2,8172,501,194429.0,56984.0,7479.0,101964.0,982.0,822.0,1265.79
cbecs,building_survey,1216,1216,3,25,41000,1,9,1,126,50,1,1,1,2,2,2,2,1479,3178,5512287.0,1615559.0,137892.0,1559274.0,15022.0,12677.0,623.52
cbecs,building_survey,1217,1217,1,2,800000,7,4,1,168,1500,1,1,2,1,2,2,2,5173,1382,15719820.0,4607216.0,386301.0,,,,63.15
cbecs,building_survey,1218,1218,3,5,2000,1,9,1,168,0,1,1,2,2,2,2,2,2543,3145,48822.0,14309.0,1853.0,,,,2990.63
cbecs,building_survey,1219,1219,4,6,25500,1,6,3,105,12,1,1,1,2,2,2,2,7368,468,3014763.0,883576.0,63238.0,2070685.0,19949.0,13222.0,623.52
cbecs,building_survey,1220,1220,1,25,9600,2,6,1,48,4,1,1,2,1,2,2,2,5234,505,188438.0,55228.0,10456.0,,,,2747.83
cbecs,building_survey,1221,1221,2,1,9100,3,2,0,0,0,2,2,2,2,2,2,2,6703,1144,,,,,,,1236.43
cbecs,building_survey,1222,1222,3,12,8000,1,2,1,12,2,1,1,2,2,1,2,2,1648,2597,248109.0,72717.0,6656.0,,,,2990.63
cbecs,building_survey,1223,1223,4,2,12000,1,8,1,40,23,1,1,1,2,2,2,2,3389,2307,397197.0,116412.0,11631.0,189927.0,1830.0,1159.0,1418.81
cbecs,building_survey,1224,1224,3,2,106000,2,8,1,12,100,1,1,1,2,2,2,2,2076,2079,10336527.0,3029463.0,166606.0,1881864.0,18130.0,14443.0,240.4
cbecs,building_survey,1225,1225,3,16,900000,994,3,1,168,1000,1,1,1,1,2,1,2,3989,2149,155384259.0,45540521.0,3136634.0,1175195.0,11322.0,4337.0,8.78
cbecs,building_survey,1226,1226,3,15,3900,1,2,1,55,18,1,1,1,1,2,2,2,2550,3094,465705.0,136490.0,13894.0,249733.0,2406.0,2164.0,1218.03
cbecs,building_survey,1227,1227,3,16,1000000,7,4,8,168,1500,1,1,1,1,2,1,2,4188,2072,102956532.0,30174834.0,2716606.0,139741802.0,1346260.0,689943.0,9.07
cbecs,building_survey,1228,1228,1,25,9000,2,6,1,58,5,1,1,1,2,2,2,2,6020,837,266901.0,78224.0,11996.0,271854.0,2619.0,2321.0,1461.43
cbecs,building_survey,1229,1229,4,16,250000,4,6,1,168,750,1,1,2,1,1,1,2,551,1339,30627329.0,8976357.0,2693027.0,,,,9.91
cbecs,building_survey,1230,1230,3,13,9000,2,4,1,12,2,1,1,1,2,2,2,2,3540,2250,284487.0,83378.0,5645.0,141801.0,1366.0,1436.0,1591.15
cbecs,building_survey,1231,1231,3,17,120000,4,7,2,168,140,1,1,1,2,2,2,2,4064,1653,7606912.0,2229458.0,92055.0,6597018.0,63555.0,34894.0,8.84
cbecs,building_survey,1232,1232,2,2,41500,3,3,1,38,105,1,1,1,2,2,2,2,4728,2113,1349841.0,395616.0,33808.0,1261499.0,12153.0,10089.0,14.9
cbecs,building_survey,1233,1233,2,5,100000,1,4,1,168,40,1,1,1,1,1,2,2,7665,989,110557.0,32402.0,2485.0,4032349.0,38847.0,19079.0,215.07
cbecs,building_survey,1234,1234,3,13,37500,2,8,3,95,23,1,1,1,2,2,2,2,1766,2942,1741129.0,510296.0,50435.0,2695858.0,25972.0,14828.0,1413.09
cbecs,building_survey,1235,1235,4,2,9300,1,8,2,60,14,1,1,2,2,1,2,2,6841,218,385889.0,113098.0,14918.0,,,,2649.96
cbecs,building_survey,1236,1236,2,5,102000,1,4,1,130,72,1,1,1,2,2,2,2,8134,1303,9769915.0,2863398.0,246659.0,774138.0,7458.0,6338.0,235.71
cbecs,building_survey,1237,1237,1,12,4500,1,7,1,60,3,1,1,1,2,2,2,2,6181,566,164283.0,48149.0,9236.0,422140.0,4067.0,6152.0,1461.43
cbecs,building_survey,1238,1238,4,2,12250,1,6,7,60,66,1,1,1,2,2,2,2,2223,736,412042.0,120763.0,28570.0,615953.0,5934.0,7057.0,1486.89
cbecs,building_survey,1239,1239,3,12,5000,1,9,1,6,0,1,1,2,2,2,2,2,1116,4245,174866.0,51250.0,3562.0,,,,2990.63
cbecs,building_survey,1240,1240,3,16,900000,8,8,4,168,120,1,1,1,1,2,2,2,1898,3236,98678283.0,28920950.0,1770421.0,93447272.0,900263.0,1044114.0,10.07
cbecs,building_survey,1241,1241,3,18,600000,995,5,1,168,200,1,1,1,2,1,2,2,3002,2119,29642772.0,8687800.0,789550.0,13436412.0,129445.0,73119.0,9.01
cbecs,building_survey,1242,1242,2,26,52000,2,7,1,168,110,1,1,1,2,2,2,2,10149,799,1543273.0,452307.0,44441.0,528267.0,5089.0,4246.0,117.32
cbecs,building_survey,1243,1243,3,25,7000,1,3,6,50,2,1,1,2,2,1,2,2,3081,1995,227547.0,66690.0,6167.0,,,,2990.63
cbecs,building_survey,1244,1244,2,16,1000000,9,2,1,168,2000,1,1,1,1,2,2,2,4625,2150,89468389.0,26221685.0,2202754.0,123130311.0,1186227.0,850554.0,8.78
cbecs,building_survey,1245,1245,4,13,1500,1,8,1,48,2,1,1,1,2,2,2,2,1956,1353,82041.0,24045.0,3604.0,62430.0,601.0,648.0,3075.23
cbecs,building_survey,1246,1246,4,15,5000,1,7,1,96,20,1,1,1,2,2,2,2,4436,1622,942200.0,276143.0,25839.0,1736630.0,16731.0,12902.0,1218.03
cbecs,building_survey,1247,1247,1,2,700000,995,3,50,60,2500,1,1,1,1,2,1,2,5512,1410,31346598.0,9187162.0,1712885.0,744996.0,7177.0,5286.0,9.01
cbecs,building_survey,1248,1248,3,18,200000,4,4,1,168,95,1,1,1,2,2,1,2,2531,2280,10036729.0,2941597.0,354894.0,6775488.0,65274.0,67391.0,7.59
cbecs,building_survey,1249,1249,3,2,410000,995,6,13,56,1400,1,1,1,1,2,2,2,3667,2164,15218358.0,4460246.0,506755.0,15269695.0,147107.0,80501.0,14.67
cbecs,building_survey,1250,1250,2,16,1000000,7,5,1,168,2000,1,1,1,1,2,2,2,8238,581,67890363.0,19897527.0,1707347.0,64644354.0,622778.0,343702.0,10.94
cbecs,building_survey,1251,1251,2,18,28500,3,9,1,168,6,1,1,1,2,2,2,2,5869,1481,1746675.0,511921.0,60100.0,1143312.0,11015.0,9290.0,1414.71
cbecs,building_survey,1252,1252,2,2,10000,2,5,5,50,10,1,1,2,2,2,2,2,5698,1222,868038.0,254407.0,27606.0,,,,1265.79
cbecs,building_survey,1253,1253,4,2,112000,2,6,2,38,250,1,1,1,2,2,2,2,1861,286,7326510.0,2147277.0,420588.0,1946751.0,18755.0,22349.0,49.37
cbecs,building_survey,1254,1254,4,14,100000,3,2,1,40,30,1,1,2,1,2,2,2,840,1091,2171323.0,636378.0,115378.0,,,,45.1
cbecs,building_survey,1255,1255,1,15,16000,1,7,1,125,40,1,1,1,2,2,2,2,5131,1391,3359505.0,984615.0,122266.0,1005366.0,9686.0,8072.0,690.18
cbecs,building_survey,1256,1256,4,12,3600,1,4,1,16,2,1,1,1,2,2,2,2,2097,1558,16944.0,4966.0,907.0,59978.0,578.0,161.0,3075.23
cbecs,building_survey,1257,1257,3,16,380000,6,5,1,168,400,1,1,1,1,2,2,2,4307,1537,47449372.0,13906615.0,1202053.0,43307005.0,417216.0,227927.0,18.83
cbecs,building_survey,1258,1258,4,23,225000,1,9,11,75,122,1,1,1,2,2,2,2,2834,2876,14464026.0,4239164.0,296167.0,5850833.0,56366.0,26306.0,72.88
cbecs,building_survey,1259,1259,3,5,126000,1,7,1,168,36,1,1,2,2,2,2,2,2771,2197,4371067.0,1281086.0,96731.0,,,,66.03
cbecs,building_survey,1260,1260,4,2,5400,1,7,3,40,8,1,1,1,2,2,2,2,4799,1486,171226.0,50183.0,4120.0,245912.0,2369.0,2281.0,690.18
cbecs,building_survey,1261,1261,1,14,420000,5,5,3,80,300,1,1,1,1,2,2,2,4997,1372,7298302.0,2139010.0,180870.0,2784121.0,26822.0,15150.0,58.86
cbecs,building_survey,1262,1262,2,26,2000,1,8,1,50,1,1,1,1,2,2,2,2,6750,1125,94423.0,27674.0,2855.0,174448.0,1681.0,1578.0,1531.55
cbecs,building_survey,1263,1263,4,2,340000,994,8,1,65,1200,1,1,2,1,2,2,2,2281,94,20246340.0,5933863.0,1125075.0,,,,15.06
cbecs,building_survey,1264,1264,3,4,300000,994,8,1,168,160,1,1,2,1,2,1,2,4643,1890,29975484.0,8785312.0,740092.0,,,,9.07
