record_id,business_id,month,year,electricity_bill,diesel_cost,petrol_cost,generator_hours,grid_hours,outage_hours,energy_consumption_kwh,fuel_consumption_liters,maintenance_cost,weather_avg_temp,occupancy_rate,total_energy_cost,business_name,business_type,industry,state,city,employees,operating_hours,floor_area_sqm,energy_source,solar_capacity_kw,monthly_revenue,created_at,quarter,cost_per_kwh,energy_cost_per_employee,generator_dependency,revenue_energy_ratio,outage_severity,estimated_carbon_intensity,next_month_energy_cost
REC-000634,BIZ-0027,10,2024,8372707.69,1969820.37,59812.36,44.47,536.18,49.41,88133.77,1595.0,418172.19,25.77,55.34,10402340.42,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,118.02899637675773,208046.8084,0.07658658400068888,2.2412863498654856,0.08437644085452278,0.01809748975903334,10255835.08
REC-000635,BIZ-0027,11,2024,8303296.84,1894997.82,57540.42,66.66,492.64,74.06,87403.12,1534.41,465153.37,25.81,73.69,10255835.08,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,117.33946202378131,205116.7016,0.11918469515465761,2.2733032861912985,0.13068643020998763,0.01755555179265912,8099923.9
REC-000636,BIZ-0027,12,2024,6785798.31,1275398.9,38726.69,46.29,534.16,51.43,71429.46,1032.71,380412.82,26.7,56.67,8099923.9,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,113.39752393480225,161998.478,0.07974847101386856,2.878375633874782,0.08782595331204426,0.01445776014546379,9817180.77
REC-000637,BIZ-0027,1,2025,7370017.42,2375046.55,72116.8,82.91,493.47,92.12,77579.13,1923.11,476348.45,26.16,84.36,9817180.77,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,1,126.54409465535382,196343.61539999998,0.1438460737707762,2.374879727308923,0.15731142949845456,0.02478901219954387,12877392.63
REC-000638,BIZ-0027,2,2025,10951757.38,1868887.65,56747.6,57.68,464.83,64.09,115281.66,1513.27,515101.98,27.66,74.51,12877392.63,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,1,111.70374047354974,257547.8526,0.11039023176589922,1.8105080942926874,0.12117144369658926,0.013126719375831333,12952474.51
REC-000639,BIZ-0027,3,2025,10099019.54,2769364.94,84090.03,72.34,505.21,80.38,106305.47,2242.4,524915.6,28.89,78.79,12952474.51,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,1,121.84203230558126,259049.4902,0.12525322482901916,1.8000130841407849,0.13726327293840399,0.021093928656728576,10779997.52
REC-000640,BIZ-0027,4,2025,8752577.29,1967673.07,59747.16,56.48,503.94,62.76,92132.39,1593.26,454588.5,30.26,89.28,10779997.52,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,2,117.0055126107116,215599.9504,0.10078155668962564,2.162767064347154,0.11074642668078347,0.017293158247604343,9835788.76
REC-000641,BIZ-0027,5,2025,7244499.15,2514925.48,76364.13,74.66,502.63,82.96,76257.89,2036.38,454898.51,31.16,70.64,9835788.76,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,2,128.98060462989469,196715.7752,0.12932841379549273,2.370386774146215,0.14166908587919874,0.02670385975798701,13965800.59
REC-000642,BIZ-0027,6,2025,10786808.98,3085308.16,93683.45,94.5,461.7,105.0,113545.36,2498.23,591762.73,31.26,85.39,13965800.59,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,2,122.99754556240784,279316.0118,0.1699029126213592,1.6694083120944805,0.18528321863419797,0.02200204394085324,12785820.74
REC-000643,BIZ-0027,7,2025,11488664.5,1258929.63,38226.61,40.98,540.05,45.54,120933.31,1019.38,492498.19,29.52,69.17,12785820.74,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,3,105.72621174430768,255716.4148,0.07052992100235787,1.823474930870961,0.07776772144333065,0.008429273952726506,12971727.67
REC-000644,BIZ-0027,8,2025,10527405.56,2372289.04,72033.07,74.14,503.21,82.38,110814.8,1920.88,540143.35,27.55,77.86,12971727.67,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,3,117.05771855383938,259434.5534,0.12841430674634105,1.7973414323151606,0.14067863180723714,0.01733414670242603,14916451.87
REC-000645,BIZ-0027,9,2025,11910692.25,2917181.24,88578.38,83.12,474.35,92.35,125375.71,2362.09,596297.59,27.68,82.33,14916451.87,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,3,118.97401713617413,298329.0374,0.14910219384002726,1.5630140326393853,0.1629610022939827,0.01884009271014298,11993118.12
REC-000646,BIZ-0027,10,2025,10726099.51,1229680.14,37338.47,43.88,536.84,48.75,112906.31,995.69,478796.31,25.72,60.86,11993118.12,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,106.2218588137368,239862.36239999998,0.07556137208981953,1.9440001638206164,0.08324937242780785,0.00881872766898502,12466680.76
REC-000647,BIZ-0027,11,2025,10840419.32,1578336.25,47925.19,49.27,511.96,54.74,114109.68,1278.01,493659.4,24.9,81.04,12466680.76,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,109.25173710065614,249333.6152,0.08778931988667747,1.8701548582848286,0.09659431798129521,0.01119983861141316,11202865.82
REC-000648,BIZ-0027,12,2025,9527753.08,1625747.92,49364.82,39.39,541.82,43.77,100292.14,1316.4,437390.55,24.86,87.79,11202865.82,Factory SME 027,Factory,Manufacturing,Lagos,Lagos,50,18.89,3013.11,Generator,0.0,23314623.59,2024-01-01,4,111.70233101018684,224057.3164,0.06777240584298273,2.0811303076019523,0.07474512884441332,0.01312565471232342,
REC-000649,BIZ-0028,1,2024,789693.28,155718.79,38501.9,31.08,308.69,47.81,8312.56,171.12,41743.77,26.81,91.87,983913.97,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,118.36473601393554,14259.622753623187,0.09147364393560349,12.80628026858893,0.134109396914446,0.020585716073026842,1122202.26
REC-000650,BIZ-0028,2,2024,821647.92,240973.08,59581.26,34.57,280.31,53.19,8648.93,264.81,43935.17,29.04,72.48,1122202.26,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,129.75041536930001,16263.800869565217,0.10978785569105691,11.228170276541771,0.1594902548725637,0.03061766021924099,908876.47
REC-000651,BIZ-0028,3,2024,795175.99,91160.74,22539.74,14.03,334.92,21.58,8370.27,100.18,32411.77,28.35,76.86,908876.47,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,108.58388916964446,13172.122753623187,0.040206333285571,13.86357604790891,0.06053295932678821,0.011968550596336797,1477775.53
REC-000652,BIZ-0028,4,2024,1014498.19,371438.22,91839.12,38.47,285.81,59.19,10678.93,408.17,47703.72,31.16,87.66,1477775.53,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,138.38235946859845,21417.036666666667,0.1186320463796719,8.526516919656938,0.17156521739130434,0.038221994151099406,1484866.08
REC-000653,BIZ-0028,5,2024,1205798.19,223746.06,55321.83,28.77,312.23,44.27,12692.61,245.87,43979.88,30.62,64.32,1484866.08,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,116.98666231767935,21519.798260869567,0.08436950146627566,8.485800995602244,0.124179523141655,0.019371114372851602,1490700.83
REC-000654,BIZ-0028,6,2024,1232648.19,206896.83,51155.81,25.72,305.43,39.57,12975.24,227.36,42527.89,30.06,83.97,1490700.83,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,114.88811228154547,21604.359855072464,0.07766873018269667,8.452586733986054,0.11469565217391305,0.0175226045915143,1136065.57
REC-000655,BIZ-0028,7,2024,1012608.83,98982.94,24473.8,19.64,326.28,30.22,10659.04,108.77,37331.16,29.33,89.09,1136065.57,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,106.58235357030276,16464.718405797103,0.05677613320999076,11.091153884718116,0.08476858345021038,0.010204483705849681,565897.22
REC-000656,BIZ-0028,8,2024,442940.49,98582.05,24374.68,13.31,336.02,20.48,4662.53,108.33,29049.84,27.54,32.94,565897.22,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,121.37127696765491,8201.408985507245,0.038101508602181325,22.26601865971351,0.05744740532959327,0.023234166857907617,1122474.57
REC-000657,BIZ-0028,9,2024,825680.41,237958.31,58835.85,28.65,300.92,44.08,8691.37,261.49,40711.5,27.37,64.36,1122474.57,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,129.14817456856628,16267.747391304349,0.08693145613981855,11.225446345746612,0.12776811594202897,0.030086165932413415,1277175.8
REC-000658,BIZ-0028,10,2024,883893.64,315318.74,77963.42,35.4,302.04,54.46,9304.14,346.5,44914.24,25.82,84.18,1277175.8,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,137.26962405982715,18509.794202898553,0.10490753911806543,9.865735053858678,0.15276297335203368,0.03724148604814631,1245976.51
REC-000659,BIZ-0028,11,2024,1029666.39,173429.26,42880.86,18.52,316.51,28.49,10838.59,190.58,36854.51,25.73,85.5,1245976.51,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,114.95743542287327,18057.630579710145,0.055278631764319616,10.112773361995405,0.08257971014492753,0.017583467960315874,975106.92
REC-000660,BIZ-0028,12,2024,614161.77,289392.15,71553.0,31.9,307.43,49.07,6464.86,318.01,40714.27,25.68,30.6,975106.92,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,150.83186952230986,14131.984347826088,0.09400878201161111,12.921945072443954,0.1376437587657784,0.04919054704974277,1314527.92
REC-000661,BIZ-0028,1,2025,1001858.83,250686.23,61982.86,28.11,313.25,43.25,10545.88,275.48,41897.67,26.08,62.53,1314527.92,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,124.64848073370833,19051.129275362317,0.0823470822591985,9.585401624637992,0.12131837307152875,0.02612204955869022,1162152.62
REC-000662,BIZ-0028,2,2025,864934.72,238298.05,58919.85,31.97,272.82,49.18,9104.58,261.87,42865.71,28.27,82.21,1162152.62,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,127.64483589577993,16842.7915942029,0.10489189277863448,10.84218874798045,0.15273291925465837,0.028762447032153048,825223.9
REC-000663,BIZ-0028,3,2025,715997.03,87573.97,21652.9,17.0,330.35,26.15,7536.81,96.24,33377.39,28.7,66.02,825223.9,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,1,109.49246431845833,11959.766666666666,0.04894198934791996,15.26892042268771,0.07335203366058905,0.012769328137501142,1314020.04
REC-000664,BIZ-0028,4,2025,1098766.49,172582.14,42671.41,27.39,302.86,42.14,11565.96,189.65,42317.76,30.06,74.49,1314020.04,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,113.61097911457416,19043.768695652176,0.08293716881150644,9.589106464464576,0.12214492753623189,0.016397255394277693,1064847.38
REC-000665,BIZ-0028,5,2025,750055.32,252388.35,62403.71,41.44,292.75,63.75,7895.32,277.35,47108.66,29.67,91.03,1064847.38,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,134.87070568387347,15432.570724637679,0.12400131661629611,11.832942726496638,0.1788218793828892,0.03512840518180391,793706.18
REC-000666,BIZ-0028,6,2025,703390.9,72411.37,17903.91,15.64,320.94,24.06,7404.11,79.57,32524.34,29.27,74.03,793706.18,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,2,107.19805351352156,11502.98811594203,0.046467407451423144,15.87524247322857,0.06973913043478261,0.010746733908599412,1356073.74
REC-000667,BIZ-0028,7,2025,1129817.3,181403.84,44852.6,27.58,314.07,42.43,11892.81,199.34,42682.19,28.57,73.45,1356073.74,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,114.02467036806273,19653.24260869565,0.0807258890677594,9.291735167735053,0.11901823281907434,0.0167613877628584,645929.95
REC-000668,BIZ-0028,8,2025,412790.66,186922.25,46217.04,34.95,302.72,53.78,4345.16,205.41,40700.92,28.47,27.46,645929.95,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,148.6550437728415,9361.303623188405,0.10350342049930406,19.5071896882936,0.1508555399719495,0.047273287980189455,1203634.55
REC-000669,BIZ-0028,9,2025,988017.13,172873.88,42743.54,18.31,316.83,28.17,10400.18,189.97,36391.69,26.19,72.56,1203634.55,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,3,115.73208829077959,17443.97898550725,0.05463388434684013,10.46852473618342,0.08165217391304348,0.01826603001101904,1132513.0
REC-000670,BIZ-0028,10,2025,694946.64,350824.13,86742.23,41.51,292.64,63.86,7315.23,385.52,46681.04,25.24,72.21,1132513.0,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,154.8157747603288,16413.231884057972,0.1242256471644471,11.125945627114215,0.1791304347826087,0.052701008717429255,1167504.64
REC-000671,BIZ-0028,11,2025,871551.26,237284.21,58669.17,42.09,280.25,64.75,9174.22,260.75,48488.97,25.22,91.2,1167504.64,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,127.2592808979946,16920.357101449274,0.13057641000186138,10.792486494957314,0.18768115942028984,0.028422034788788585,753176.5
REC-000672,BIZ-0028,12,2025,594194.71,127465.58,31516.21,19.1,327.12,29.38,6254.68,140.07,33507.14,26.4,28.35,753176.5,School SME 028,School,Education,Abuja,Abuja,69,11.5,785.32,Generator,0.0,12600278.06,2024-01-01,4,120.41807094847378,10915.601449275362,0.05516723470625614,16.729515671293516,0.08241234221598878,0.022394431050029737,
REC-000673,BIZ-0029,1,2024,2243274.34,1413651.27,90618.67,69.25,590.59,92.34,25485.41,1208.25,213020.09,27.86,43.41,3747544.28,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,147.0466545368507,749508.8559999999,0.10494968477206595,2.979552065492873,0.13521151508939422,0.04740947859971647,3200936.04
REC-000674,BIZ-0029,2,2024,2382573.61,769063.49,49298.94,48.32,574.45,64.42,26951.72,657.32,186937.78,28.12,23.05,3200936.04,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,118.7655570776188,640187.208,0.07758883697031005,3.488355643619796,0.10083428553539844,0.024388795965526504,3799203.3
REC-000675,BIZ-0029,3,2024,2991190.86,759336.99,48675.45,45.25,622.59,60.34,33358.22,649.01,196742.75,28.18,36.67,3799203.3,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,113.89106792868444,759840.6599999999,0.06775574988021082,2.9390381135960797,0.08835458978226172,0.019455774318893514,3467373.33
REC-000676,BIZ-0029,4,2024,2646414.26,771503.7,49455.37,53.05,590.17,70.73,29728.99,659.4,199667.7,29.0,39.86,3467373.33,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,116.63273222534637,693474.666,0.08247566928889027,3.220306046479281,0.10702072930851868,0.02218037006975346,3689943.72
REC-000677,BIZ-0029,5,2024,2722052.11,909584.89,58306.72,67.31,593.18,89.75,30525.18,777.42,221389.14,31.63,34.53,3689943.72,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,120.88196433239706,737988.7440000001,0.1019091886326818,3.026063308087528,0.13141903269734817,0.025468154487541105,3569895.04
REC-000678,BIZ-0029,6,2024,2450287.52,1052161.28,67446.24,67.19,571.31,89.59,27664.5,899.28,214927.62,30.81,26.22,3569895.04,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,129.04245657792478,713979.008,0.10523101018010962,3.1278239765839166,0.13555757300650625,0.03250664208642846,2860250.05
REC-000679,BIZ-0029,7,2024,2126398.88,689643.27,44207.9,51.08,614.82,68.11,24255.15,589.44,184875.4,30.38,38.99,2860250.05,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,117.92341214133904,572050.01,0.07670821444661359,3.9038556436700356,0.09973203695839983,0.024301643156195697,3339529.94
REC-000680,BIZ-0029,8,2024,2385151.54,896885.73,57492.67,49.19,617.34,65.59,26978.86,766.57,188220.96,28.09,22.68,3339529.94,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,123.78321174430647,667905.988,0.07380012902645042,3.3435853250652396,0.09604205409046315,0.028413728378441493,3709225.63
REC-000681,BIZ-0029,9,2024,2825564.13,830428.88,53232.62,69.49,568.24,92.66,31614.78,709.77,226842.65,27.1,28.68,3709225.63,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,117.32568216511392,741845.1259999999,0.10896460884700421,3.010332725431966,0.14020275382054773,0.022450575332170587,3049554.05
REC-000682,BIZ-0029,10,2024,2291548.31,712342.74,45663.0,35.68,635.36,47.57,25993.56,608.84,167130.93,25.54,38.11,3049554.05,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,117.3195995469647,609910.8099999999,0.053171196948020985,3.661520050775949,0.06965574802688415,0.023422724705657864,3665868.3
REC-000683,BIZ-0029,11,2024,2486326.05,1108485.49,71056.76,61.38,579.06,81.84,28043.85,947.42,207623.87,25.64,33.57,3665868.3,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,130.71915232751567,733173.6599999999,0.09584035975267005,3.0459368384838053,0.1238311393554244,0.033783521164176815,4291895.36
REC-000684,BIZ-0029,12,2024,2834055.12,1370018.54,87821.7,62.94,599.02,83.91,31704.16,1170.96,217859.06,25.41,31.71,4291895.36,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,135.37325574940326,858379.072,0.09508127379297841,2.601648540657804,0.12286764382879649,0.03693395440850664,3858588.28
REC-000685,BIZ-0029,1,2025,2444128.83,1329251.05,85208.4,73.7,584.67,98.26,27599.67,1136.11,223894.59,25.93,33.28,3858588.28,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,139.805594777039,771717.656,0.11194313228124003,2.893805321981645,0.14388004627121373,0.041163897974142445,4185110.74
REC-000686,BIZ-0029,2,2025,2555485.69,1531454.87,98170.18,69.52,524.15,92.69,28771.85,1308.94,220620.21,27.89,39.4,4185110.74,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,145.4585207416277,837022.148,0.11710209375579025,2.6680305477412527,0.15026587121457752,0.045493772558942165,3236396.75
REC-000687,BIZ-0029,3,2025,2582623.65,614389.18,39383.92,49.38,617.08,65.85,29057.51,525.12,193063.9,29.54,29.1,3236396.75,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,1,111.37901182861161,647279.35,0.07409296882033431,3.450134258106643,0.09642276660858358,0.01807174806100041,3748879.65
REC-000688,BIZ-0029,4,2025,2274735.57,1385340.22,88803.86,67.06,571.49,89.41,25816.58,1184.05,210676.54,31.29,40.48,3748879.65,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,145.21209432078143,749775.9299999999,0.10501918408895154,2.9784907338916575,0.13528521712815855,0.045863937051305786,3038089.86
REC-000689,BIZ-0029,5,2025,2363195.05,634238.5,40656.31,49.45,617.0,65.93,26747.74,542.08,188073.16,29.67,27.08,3038089.86,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,113.58304888562546,607617.972,0.0741991147122815,3.675336745964453,0.09653990892185144,0.02026638512263092,3356438.31
REC-000690,BIZ-0029,6,2025,2811296.6,512301.85,32839.86,42.46,604.29,56.61,31464.6,437.86,188664.21,30.55,21.09,3356438.31,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,2,106.67347781316147,671287.662,0.06565133359103209,3.326741703171658,0.08565592374035405,0.01391595634459043,3100076.7
REC-000691,BIZ-0029,7,2025,1975741.22,1056604.43,67731.05,65.04,596.22,86.71,22669.28,903.08,200921.96,28.31,24.79,3100076.7,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,136.75232296746964,620015.3400000001,0.09835768079121678,3.601847431710319,0.12696762479317059,0.03983717171432,3152350.91
REC-000692,BIZ-0029,8,2025,2603050.79,516209.75,33090.37,36.14,634.74,48.19,29272.53,441.2,174999.67,27.98,35.6,3152350.91,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,107.68973197738632,630470.182,0.053869544478893396,3.542119395584675,0.07056360095470984,0.015072151262634286,4342690.87
REC-000693,BIZ-0029,9,2025,2764897.22,1482745.84,95047.81,65.72,573.28,87.62,30976.18,1267.3,220152.49,27.27,20.33,4342690.87,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,3,140.19452592282198,868538.174,0.10284820031298904,2.571217623878441,0.1325767892268119,0.04091208147679927,3727501.94
REC-000694,BIZ-0029,10,2025,2612989.12,1047373.49,67139.33,51.35,614.47,68.46,29377.15,895.19,196512.93,26.63,31.7,3727501.94,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,126.8843962058947,745500.388,0.07712294614159983,2.995572766891706,0.10024453457894658,0.0304723228767937,3589776.02
REC-000695,BIZ-0029,11,2025,2853146.52,692254.23,44375.27,36.59,612.11,48.79,31905.12,591.67,181420.24,26.44,40.55,3589776.02,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,112.51410494616539,717955.204,0.05640511792816402,3.1105013900003713,0.07382357391435919,0.018544672453825593,3438973.99
REC-000696,BIZ-0029,12,2025,2870553.6,534178.2,34242.19,37.55,632.86,50.07,32088.35,456.56,183163.47,25.9,38.36,3438973.99,Cold Room SME 029,Cold Room,Cold Storage,Lagos,Lagos,5,22.03,628.67,Hybrid,15.6,11166003.3,2024-01-01,4,107.17204187812712,687794.7980000001,0.056010501036679046,3.2468996079845316,0.07331644531650389,0.014228216782726441,
REC-000697,BIZ-0030,1,2024,771294.68,64029.74,19890.89,12.7,342.37,42.34,8118.89,75.77,41069.72,26.8,58.34,855215.31,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,1,105.33648195750897,40724.53857142857,0.0357675951220886,3.973319993534727,0.11005692599620495,0.009332556544059593,1202744.55
REC-000698,BIZ-0030,2,2024,1072987.36,99002.1,30755.09,15.04,309.76,50.13,11294.6,117.16,47469.01,28.38,73.81,1202744.55,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,1,106.48845908664318,57273.55,0.046305418719211816,2.825241727347673,0.13929256161604936,0.01037309864891187,1126813.31
REC-000699,BIZ-0030,3,2024,970257.36,119449.01,37106.94,16.61,329.36,55.35,10213.24,141.36,46943.81,29.84,80.29,1126813.31,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,1,110.32868218116876,53657.77666666667,0.0480099430586467,3.0156229606482015,0.1438746068467157,0.013840857553528558,1109256.55
REC-000700,BIZ-0030,4,2024,984901.81,94880.14,29474.6,14.92,322.55,49.75,10367.39,112.28,45998.25,29.99,58.44,1109256.55,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,2,106.99477399808438,52821.740476190476,0.04421133730405665,3.0633527383723806,0.13362879398334676,0.010830112496973684,1178327.43
REC-000701,BIZ-0030,5,2024,966547.18,161584.03,50196.22,20.1,317.7,67.01,10174.18,191.22,49333.03,30.88,72.62,1178327.43,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,2,115.81546915820242,56110.829999999994,0.059502664298401425,2.8837859524325933,0.17418315094486758,0.01879463504675561,1218401.86
REC-000702,BIZ-0030,6,2024,1100226.29,90165.56,28010.01,13.07,328.74,43.56,11581.33,106.7,46518.64,30.29,87.9,1218401.86,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,2,105.20396707459334,58019.136190476194,0.03823761738977795,2.788935409208912,0.11700241740531829,0.009213104194423265,921964.9
REC-000703,BIZ-0030,7,2024,808769.41,86365.86,26829.63,14.87,335.16,49.55,8513.36,102.21,43176.21,30.03,65.67,921964.9,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,3,108.2962426116128,43903.090476190475,0.04248207296517441,3.6856545081054604,0.12879831561435887,0.01200583553379629,1019519.43
REC-000704,BIZ-0030,8,2024,871844.24,112673.17,35002.02,13.61,339.35,45.36,9177.31,133.34,43291.17,28.12,79.57,1019519.43,Bakery SME 030,Bakery,Food Production,Abuja,Abuja,21,12.41,294.26,Grid,0.0,3398044.09,2024-01-01,3,111.09131433938704,48548.54428571429,0.03855961015412511,3.3329861011084407,0.11790699487925971,0.014529311966142586,832804.04
